#              step               time            E_total                m_x                m_y                m_z 
#                                    s                  J                                                          
               126 6.250000000000e-09 3.826581518906e-18 -2.051125776821e-01 1.109044800694e-02 2.163502579117e-02 
               126 6.250000000000e-09 3.826581518906e-18 -2.051125776821e-01 1.109044800694e-02 2.163502579117e-02 
               127 6.300000000000e-09 3.825439142190e-18 -2.042447376766e-01 1.122290072441e-02 2.166162531818e-02 
               127 6.300000000000e-09 3.825439142190e-18 -2.042447376766e-01 1.122290072441e-02 2.166162531818e-02 
               128 6.350000000000e-09 3.824443268934e-18 -2.034685310918e-01 1.155388657911e-02 2.168572092820e-02 
               128 6.350000000000e-09 3.824443268934e-18 -2.034685310918e-01 1.155388657911e-02 2.168572092820e-02 
               129 6.400000000000e-09 3.823647383568e-18 -2.028279182630e-01 1.204485103009e-02 2.170601903608e-02 
               129 6.400000000000e-09 3.823647383568e-18 -2.028279182630e-01 1.204485103009e-02 2.170601903608e-02 
               130 6.450000000000e-09 3.823086638556e-18 -2.023536039414e-01 1.265171367152e-02 2.172164474370e-02 
               130 6.450000000000e-09 3.823086638556e-18 -2.023536039414e-01 1.265171367152e-02 2.172164474370e-02 
               131 6.500000000000e-09 3.822777680569e-18 -2.020624970109e-01 1.332833737503e-02 2.173210892255e-02 
               131 6.500000000000e-09 3.822777680569e-18 -2.020624970109e-01 1.332833737503e-02 2.173210892255e-02 
               132 6.550000000000e-09 3.822719824633e-18 -2.019582808333e-01 1.402926959047e-02 2.173725753711e-02 
               132 6.550000000000e-09 3.822719824633e-18 -2.019582808333e-01 1.402926959047e-02 2.173725753711e-02 
               133 6.600000000000e-09 3.822897175416e-18 -2.020327998569e-01 1.471182929345e-02 2.173722141581e-02 
               133 6.600000000000e-09 3.822897175416e-18 -2.020327998569e-01 1.471182929345e-02 2.173722141581e-02 
               134 6.650000000000e-09 3.823281320449e-18 -2.022679654893e-01 1.533769744967e-02 2.173237409799e-02 
               134 6.650000000000e-09 3.823281320449e-18 -2.022679654893e-01 1.533769744967e-02 2.173237409799e-02 
               135 6.700000000000e-09 3.823834281995e-18 -2.026379182199e-01 1.587417159991e-02 2.172329719008e-02 
               135 6.700000000000e-09 3.823834281995e-18 -2.026379182199e-01 1.587417159991e-02 2.172329719008e-02 
               136 6.750000000000e-09 3.824511494963e-18 -2.031112431022e-01 1.629520114226e-02 2.171074850661e-02 
               136 6.750000000000e-09 3.824511494963e-18 -2.031112431022e-01 1.629520114226e-02 2.171074850661e-02 
               137 6.800000000000e-09 3.825264668369e-18 -2.036531077129e-01 1.658225544783e-02 2.169562772946e-02 
               137 6.800000000000e-09 3.825264668369e-18 -2.036531077129e-01 1.658225544783e-02 2.169562772946e-02 
               138 6.850000000000e-09 3.826044464223e-18 -2.042272597689e-01 1.672500958570e-02 2.167893601147e-02 
               138 6.850000000000e-09 3.826044464223e-18 -2.042272597689e-01 1.672500958570e-02 2.167893601147e-02 
               139 6.900000000000e-09 3.826802981189e-18 -2.047978727933e-01 1.672177541885e-02 2.166172835626e-02 
               139 6.900000000000e-09 3.826802981189e-18 -2.047978727933e-01 1.672177541885e-02 2.166172835626e-02 
               140 6.950000000000e-09 3.827496052625e-18 -2.053312551452e-01 1.657957077521e-02 2.164505968873e-02 
               140 6.950000000000e-09 3.827496052625e-18 -2.053312551452e-01 1.657957077521e-02 2.164505968873e-02 
               141 7.000000000000e-09 3.828085358537e-18 -2.057974383451e-01 1.631371521849e-02 2.162992682485e-02 
               141 7.000000000000e-09 3.828085358537e-18 -2.057974383451e-01 1.631371521849e-02 2.162992682485e-02 
               142 7.050000000000e-09 3.828540317893e-18 -2.061716371536e-01 1.594687124864e-02 2.161720926774e-02 
               142 7.050000000000e-09 3.828540317893e-18 -2.061716371536e-01 1.594687124864e-02 2.161720926774e-02 
               143 7.100000000000e-09 3.828839677233e-18 -2.064355327505e-01 1.550751129004e-02 2.160761246166e-02 
               143 7.100000000000e-09 3.828839677233e-18 -2.064355327505e-01 1.550751129004e-02 2.160761246166e-02 
               144 7.150000000000e-09 3.828972661710e-18 -2.065782838909e-01 1.502787346478e-02 2.160161824989e-02 
               144 7.150000000000e-09 3.828972661710e-18 -2.065782838909e-01 1.502787346478e-02 2.160161824989e-02 
               145 7.200000000000e-09 3.828939525832e-18 -2.065971371875e-01 1.454155734677e-02 2.159944858037e-02 
               145 7.200000000000e-09 3.828939525832e-18 -2.065971371875e-01 1.454155734677e-02 2.159944858037e-02 
               146 7.250000000000e-09 3.828751355428e-18 -2.064975063871e-01 1.408098567156e-02 2.160104899380e-02 
               146 7.250000000000e-09 3.828751355428e-18 -2.064975063871e-01 1.408098567156e-02 2.160104899380e-02 
               147 7.300000000000e-09 3.828429041576e-18 -2.062924335169e-01 1.367500022555e-02 2.160609705792e-02 
               147 7.300000000000e-09 3.828429041576e-18 -2.062924335169e-01 1.367500022555e-02 2.160609705792e-02 
               148 7.350000000000e-09 3.828001459638e-18 -2.060014273741e-01 1.334685564218e-02 2.161403727427e-02 
               148 7.350000000000e-09 3.828001459638e-18 -2.060014273741e-01 1.334685564218e-02 2.161403727427e-02 
               149 7.400000000000e-09 3.827503015122e-18 -2.056487745433e-01 1.311281988601e-02 2.162413893400e-02 
               149 7.400000000000e-09 3.827503015122e-18 -2.056487745433e-01 1.311281988601e-02 2.162413893400e-02 
               150 7.450000000000e-09 3.826970820102e-18 -2.052615040104e-01 1.298149527673e-02 2.163556868823e-02 
               150 7.450000000000e-09 3.826970820102e-18 -2.052615040104e-01 1.298149527673e-02 2.163556868823e-02 
               151 7.500000000000e-09 3.826441810930e-18 -2.048672335865e-01 1.295386197707e-02 2.164746698845e-02 
               151 7.500000000000e-09 3.826441810930e-18 -2.048672335865e-01 1.295386197707e-02 2.164746698845e-02 
               152 7.550000000000e-09 3.825950102140e-18 -2.044921259306e-01 1.302394508955e-02 2.165901791241e-02 
               152 7.550000000000e-09 3.825950102140e-18 -2.044921259306e-01 1.302394508955e-02 2.165901791241e-02 
               153 7.600000000000e-09 3.825524805760e-18 -2.041591418084e-01 1.317993980127e-02 2.166950477231e-02 
               153 7.600000000000e-09 3.825524805760e-18 -2.041591418084e-01 1.317993980127e-02 2.166950477231e-02 
               154 7.650000000000e-09 3.825188455926e-18 -2.038867155094e-01 1.340560615524e-02 2.167834802705e-02 
               154 7.650000000000e-09 3.825188455926e-18 -2.038867155094e-01 1.340560615524e-02 2.167834802705e-02 
               155 7.700000000000e-09 3.824956087264e-18 -2.036879098582e-01 1.368176112976e-02 2.168512585928e-02 
               155 7.700000000000e-09 3.824956087264e-18 -2.036879098582e-01 1.368176112976e-02 2.168512585928e-02 
               156 7.750000000000e-09 3.824834941713e-18 -2.035700489002e-01 1.398773594003e-02 2.168958031348e-02 
               156 7.750000000000e-09 3.824834941713e-18 -2.035700489002e-01 1.398773594003e-02 2.168958031348e-02 
               157 7.800000000000e-09 3.824824726617e-18 -2.035347818894e-01 1.430271370495e-02 2.169161281956e-02 
               157 7.800000000000e-09 3.824824726617e-18 -2.035347818894e-01 1.430271370495e-02 2.169161281956e-02 
               158 7.850000000000e-09 3.824918317420e-18 -2.035785045851e-01 1.460690349598e-02 2.169127257546e-02 
               158 7.850000000000e-09 3.824918317420e-18 -2.035785045851e-01 1.460690349598e-02 2.169127257546e-02 
               159 7.900000000000e-09 3.825102789311e-18 -2.036930518135e-01 1.488253446565e-02 2.168874026907e-02 
               159 7.900000000000e-09 3.825102789311e-18 -2.036930518135e-01 1.488253446565e-02 2.168874026907e-02 
               160 7.950000000000e-09 3.825360666904e-18 -2.038665757718e-01 1.511466728559e-02 2.168430853290e-02 
               160 7.950000000000e-09 3.825360666904e-18 -2.038665757718e-01 1.511466728559e-02 2.168430853290e-02 
               161 8.000000000000e-09 3.825671295051e-18 -2.040845336031e-01 1.529182237819e-02 2.167835975771e-02 
               161 8.000000000000e-09 3.825671295051e-18 -2.040845336031e-01 1.529182237819e-02 2.167835975771e-02 
