#               step           E_total_1           E_total_2           E_total_3           E_total_4           E_total_5           E_total_6           E_total_7           E_total_8 
#                                      J                   J                   J                   J                   J                   J                   J                   J 
               143 -1.308109356301e-18 -1.305764887023e-18 -1.293939102508e-18 -1.250758265645e-18 -1.228693652987e-18 -1.272154264777e-18 -1.311660516165e-18 -1.327104000000e-18 
               144 -1.308109356301e-18 -1.305784337415e-18 -1.294038859888e-18 -1.251764414402e-18 -1.229066570335e-18 -1.272785469184e-18 -1.311975197140e-18 -1.327104000000e-18 
               145 -1.308109356301e-18 -1.305784652226e-18 -1.294043066964e-18 -1.251880998158e-18 -1.229069994786e-18 -1.272795944617e-18 -1.311979012521e-18 -1.327104000000e-18 
               146 -1.308109356301e-18 -1.305784910563e-18 -1.294044267544e-18 -1.251895313628e-18 -1.229070924429e-18 -1.272802157957e-18 -1.311981753609e-18 -1.327104000000e-18 
               147 -1.308109356301e-18 -1.305785166347e-18 -1.294045307789e-18 -1.251904115923e-18 -1.229071669295e-18 -1.272808147811e-18 -1.311984436846e-18 -1.327104000000e-18 
               148 -1.308109356301e-18 -1.305830015265e-18 -1.294219004242e-18 -1.253382854992e-18 -1.229157831965e-18 -1.273861163552e-18 -1.312454188653e-18 -1.327104000000e-18 
               149 -1.308109356301e-18 -1.305837718323e-18 -1.294242514697e-18 -1.253434798399e-18 -1.229115050058e-18 -1.273938392902e-18 -1.312500978608e-18 -1.327104000000e-18 
               150 -1.308109356301e-18 -1.305839883483e-18 -1.294228969294e-18 -1.252528372636e-18 -1.229023464974e-18 -1.273950015927e-18 -1.312513496702e-18 -1.327104000000e-18 
               151 -1.308109356301e-18 -1.305840475070e-18 -1.294251686076e-18 -1.253675969074e-18 -1.229149695317e-18 -1.273967103942e-18 -1.312518236810e-18 -1.327104000000e-18 
               152 -1.308109356301e-18 -1.305840930575e-18 -1.294255051321e-18 -1.253721187078e-18 -1.229153896722e-18 -1.273973042792e-18 -1.312521194235e-18 -1.327104000000e-18 
               153 -1.308109356301e-18 -1.305841305265e-18 -1.294256413087e-18 -1.253733262301e-18 -1.229153649277e-18 -1.273976808433e-18 -1.312523544365e-18 -1.327104000000e-18 
               154 -1.308109356301e-18 -1.305841938182e-18 -1.294258583140e-18 -1.253748648686e-18 -1.229152172794e-18 -1.273982837092e-18 -1.312527496369e-18 -1.327104000000e-18 
               155 -1.308109356301e-18 -1.305843044590e-18 -1.294262397499e-18 -1.253772865671e-18 -1.229148583946e-18 -1.273993208016e-18 -1.312534394725e-18 -1.327104000000e-18 
               156 -1.308109356301e-18 -1.305846539271e-18 -1.294274679029e-18 -1.253840465548e-18 -1.229135789713e-18 -1.274024995427e-18 -1.312556106757e-18 -1.327104000000e-18 
               157 -1.308109356301e-18 -1.305846900148e-18 -1.294276092943e-18 -1.253853827474e-18 -1.229134513710e-18 -1.274028797018e-18 -1.312558365218e-18 -1.327104000000e-18 
               158 -1.308109356301e-18 -1.305847242466e-18 -1.294277395801e-18 -1.253860872555e-18 -1.229133225888e-18 -1.274031861098e-18 -1.312560473740e-18 -1.327104000000e-18 
               159 -1.308109356301e-18 -1.305847571462e-18 -1.294278651766e-18 -1.253867536410e-18 -1.229131982543e-18 -1.274034787845e-18 -1.312562496741e-18 -1.327104000000e-18 
               160 -1.308109356301e-18 -1.305888909807e-18 -1.294434856067e-18 -1.254691521319e-18 -1.228965429707e-18 -1.274398456420e-18 -1.312815814953e-18 -1.327104000000e-18 
               161 -1.308109356301e-18 -1.305892151854e-18 -1.294454377155e-18 -1.254721924320e-18 -1.228940437365e-18 -1.274410169839e-18 -1.312831167091e-18 -1.327104000000e-18 
               162 -1.308109356301e-18 -1.305893281800e-18 -1.294461234613e-18 -1.254755940963e-18 -1.228945654624e-18 -1.274415700745e-18 -1.312836062508e-18 -1.327104000000e-18 
               163 -1.308109356301e-18 -1.305893770714e-18 -1.294464243495e-18 -1.254775266963e-18 -1.228945261806e-18 -1.274417632684e-18 -1.312838115457e-18 -1.327104000000e-18 
               164 -1.308109356301e-18 -1.305894058601e-18 -1.294466199971e-18 -1.254792375639e-18 -1.228945095971e-18 -1.274418867424e-18 -1.312839327181e-18 -1.327104000000e-18 
               165 -1.308109356301e-18 -1.305894322548e-18 -1.294467701262e-18 -1.254796606505e-18 -1.228943904840e-18 -1.274419762157e-18 -1.312840400949e-18 -1.327104000000e-18 
               166 -1.308109356301e-18 -1.305894927696e-18 -1.294471125248e-18 -1.254805960666e-18 -1.228941136279e-18 -1.274421787660e-18 -1.312842844266e-18 -1.327104000000e-18 
               167 -1.308109356301e-18 -1.305895724485e-18 -1.294475601269e-18 -1.254818192693e-18 -1.228937504902e-18 -1.274424399733e-18 -1.312846008228e-18 -1.327104000000e-18 
               168 -1.308109356301e-18 -1.305932791965e-18 -1.294681204115e-18 -1.255382808331e-18 -1.228766067234e-18 -1.274541679041e-18 -1.312989258233e-18 -1.327104000000e-18 
               169 -1.308109356301e-18 -1.305935100209e-18 -1.294689113178e-18 -1.255378034285e-18 -1.228752123734e-18 -1.274540604995e-18 -1.312990415897e-18 -1.327104000000e-18 
               170 -1.308109356301e-18 -1.305935564847e-18 -1.294691626022e-18 -1.255416619692e-18 -1.228757148287e-18 -1.274541237503e-18 -1.312990705828e-18 -1.327104000000e-18 
               171 -1.308109356301e-18 -1.305935929855e-18 -1.294693065192e-18 -1.255423340953e-18 -1.228756485478e-18 -1.274541189398e-18 -1.312990894854e-18 -1.327104000000e-18 
               172 -1.308109356301e-18 -1.305936240034e-18 -1.294694257917e-18 -1.255426811516e-18 -1.228755463147e-18 -1.274541075670e-18 -1.312991043930e-18 -1.327104000000e-18 
               173 -1.308109356301e-18 -1.305936536378e-18 -1.294695397823e-18 -1.255429967142e-18 -1.228754459086e-18 -1.274540955595e-18 -1.312991184281e-18 -1.327104000000e-18 
               174 -1.308109356301e-18 -1.305944199108e-18 -1.294724909472e-18 -1.255510927538e-18 -1.228728238725e-18 -1.274537577809e-18 -1.312994745116e-18 -1.327104000000e-18 
               175 -1.308109356301e-18 -1.305945779279e-18 -1.294731272740e-18 -1.255526482601e-18 -1.228722952548e-18 -1.274535981910e-18 -1.312995266464e-18 -1.327104000000e-18 
               176 -1.308109356301e-18 -1.305947282931e-18 -1.294737311626e-18 -1.255540604424e-18 -1.228717758532e-18 -1.274534267258e-18 -1.312995704358e-18 -1.327104000000e-18 
               177 -1.308109356301e-18 -1.305947740397e-18 -1.294739163074e-18 -1.255545248378e-18 -1.228716285480e-18 -1.274533710818e-18 -1.312995821937e-18 -1.327104000000e-18 
               178 -1.308109356301e-18 -1.305948187646e-18 -1.294740964872e-18 -1.255549467271e-18 -1.228714767610e-18 -1.274533143284e-18 -1.312995931467e-18 -1.327104000000e-18 
               179 -1.308109356301e-18 -1.305948481980e-18 -1.294742150722e-18 -1.255552225527e-18 -1.228713767935e-18 -1.274532760680e-18 -1.312996000332e-18 -1.327104000000e-18 
               180 -1.308109356301e-18 -1.305950197788e-18 -1.294749063836e-18 -1.255568208919e-18 -1.228707934909e-18 -1.274530494370e-18 -1.312996388914e-18 -1.327104000000e-18 
               181 -1.308109356301e-18 -1.305950970549e-18 -1.294752180496e-18 -1.255575291853e-18 -1.228705315152e-18 -1.274529385688e-18 -1.312996531371e-18 -1.327104000000e-18 
               182 -1.308109356301e-18 -1.305961207100e-18 -1.294793396657e-18 -1.255664246945e-18 -1.228670153660e-18 -1.274514054669e-18 -1.312998198680e-18 -1.327104000000e-18 
               183 -1.308109356301e-18 -1.305961475477e-18 -1.294794591711e-18 -1.255671020585e-18 -1.228669703837e-18 -1.274513574834e-18 -1.312998180518e-18 -1.327104000000e-18 
               184 -1.308109356301e-18 -1.305961741172e-18 -1.294795669422e-18 -1.255673196342e-18 -1.228668822687e-18 -1.274512994835e-18 -1.312998151467e-18 -1.327104000000e-18 
               185 -1.308109356301e-18 -1.305962054998e-18 -1.294796941875e-18 -1.255675750184e-18 -1.228667780720e-18 -1.274512304621e-18 -1.312998114806e-18 -1.327104000000e-18 
               186 -1.308109356301e-18 -1.305999033180e-18 -1.294947062978e-18 -1.255976660697e-18 -1.228543978056e-18 -1.274429724894e-18 -1.312993312427e-18 -1.327104000000e-18 
               187 -1.308109356301e-18 -1.306000502468e-18 -1.294952871540e-18 -1.255982445951e-18 -1.228539415950e-18 -1.274422834650e-18 -1.312991375558e-18 -1.327104000000e-18 
               188 -1.308109356301e-18 -1.306001125998e-18 -1.294955337558e-18 -1.255985535357e-18 -1.228537707022e-18 -1.274419912808e-18 -1.312990527287e-18 -1.327104000000e-18 
               189 -1.308109356301e-18 -1.306001447684e-18 -1.294956633289e-18 -1.255987811608e-18 -1.228536967221e-18 -1.274418415598e-18 -1.312990084233e-18 -1.327104000000e-18 
               190 -1.308109356301e-18 -1.306001768811e-18 -1.294957893096e-18 -1.255989214217e-18 -1.228536035882e-18 -1.274416886793e-18 -1.312989637261e-18 -1.327104000000e-18 
               191 -1.308109356301e-18 -1.306002009538e-18 -1.294958835821e-18 -1.255990253449e-18 -1.228535336979e-18 -1.274415737480e-18 -1.312989299821e-18 -1.327104000000e-18 
               192 -1.308109356301e-18 -1.306008263921e-18 -1.294983305719e-18 -1.256017064500e-18 -1.228517146145e-18 -1.274385782589e-18 -1.312980477280e-18 -1.327104000000e-18 
               193 -1.308109356301e-18 -1.306008876603e-18 -1.294985631062e-18 -1.256019433430e-18 -1.228515425220e-18 -1.274382702355e-18 -1.312979494493e-18 -1.327104000000e-18 
               194 -1.308109356301e-18 -1.306010100514e-18 -1.294990255518e-18 -1.256023605926e-18 -1.228511942383e-18 -1.274376505908e-18 -1.312977508507e-18 -1.327104000000e-18 
               195 -1.308109356301e-18 -1.306010316113e-18 -1.294991080361e-18 -1.256024979188e-18 -1.228511398668e-18 -1.274375418963e-18 -1.312977151829e-18 -1.327104000000e-18 
               196 -1.308109356301e-18 -1.306010546738e-18 -1.294991949242e-18 -1.256025835420e-18 -1.228510757236e-18 -1.274374240950e-18 -1.312976768174e-18 -1.327104000000e-18 
               197 -1.308109356301e-18 -1.306010858358e-18 -1.294993122250e-18 -1.256026985897e-18 -1.228509891185e-18 -1.274372646370e-18 -1.312976247716e-18 -1.327104000000e-18 
               198 -1.308109356301e-18 -1.306256290376e-18 -1.295927126439e-18 -1.256899054003e-18 -1.227767447370e-18 -1.273056409991e-18 -1.312546360197e-18 -1.327104000000e-18 
               199 -1.308109356301e-18 -1.306256049726e-18 -1.295921464193e-18 -1.256867498661e-18 -1.227770689280e-18 -1.273045388496e-18 -1.312537724410e-18 -1.327104000000e-18 
               200 -1.308109356301e-18 -1.306255939179e-18 -1.295919321120e-18 -1.256861944288e-18 -1.227775337231e-18 -1.273041790571e-18 -1.312534119581e-18 -1.327104000000e-18 
               201 -1.308109356301e-18 -1.306255878969e-18 -1.295918200851e-18 -1.256862266732e-18 -1.227777389303e-18 -1.273039632771e-18 -1.312532204000e-18 -1.327104000000e-18 
               202 -1.308109356301e-18 -1.306255830541e-18 -1.295917205167e-18 -1.256858515029e-18 -1.227778352080e-18 -1.273037785619e-18 -1.312530688852e-18 -1.327104000000e-18 
               203 -1.308109356301e-18 -1.306255786206e-18 -1.295916282936e-18 -1.256854288030e-18 -1.227779134587e-18 -1.273036097478e-18 -1.312529320627e-18 -1.327104000000e-18 
               204 -1.308109356301e-18 -1.306255187667e-18 -1.295903915211e-18 -1.256797282408e-18 -1.227789368572e-18 -1.273013539755e-18 -1.312511092760e-18 -1.327104000000e-18 
               205 -1.308109356301e-18 -1.306254948788e-18 -1.295899427338e-18 -1.256777164179e-18 -1.227792962240e-18 -1.273005793593e-18 -1.312504887505e-18 -1.327104000000e-18 
               206 -1.308109356301e-18 -1.306254532184e-18 -1.295891803857e-18 -1.256741775004e-18 -1.227798594721e-18 -1.272992807981e-18 -1.312494608274e-18 -1.327104000000e-18 
               207 -1.308109356301e-18 -1.306254438244e-18 -1.295890236815e-18 -1.256736499552e-18 -1.227800355576e-18 -1.272990283367e-18 -1.312492486100e-18 -1.327104000000e-18 
               208 -1.308109356301e-18 -1.306254347698e-18 -1.295888696728e-18 -1.256729928151e-18 -1.227801612481e-18 -1.272987757833e-18 -1.312490468675e-18 -1.327104000000e-18 
               209 -1.308109356301e-18 -1.306254291570e-18 -1.295887751014e-18 -1.256725904306e-18 -1.227802377861e-18 -1.272986214096e-18 -1.312489237997e-18 -1.327104000000e-18 
               210 -1.308109356301e-18 -1.306254156676e-18 -1.295885484416e-18 -1.256715998627e-18 -1.227804179931e-18 -1.272982533448e-18 -1.312486308955e-18 -1.327104000000e-18 
               211 -1.308109356301e-18 -1.306253982159e-18 -1.295882592913e-18 -1.256703398261e-18 -1.227806474903e-18 -1.272977877747e-18 -1.312482606520e-18 -1.327104000000e-18 
               212 -1.308109356301e-18 -1.306243874967e-18 -1.295716261473e-18 -1.255933753104e-18 -1.227925659424e-18 -1.272715036298e-18 -1.312274385432e-18 -1.327104000000e-18 
               213 -1.308109356301e-18 -1.306243736453e-18 -1.295716654188e-18 -1.255988113953e-18 -1.227931759376e-18 -1.272715627599e-18 -1.312274072759e-18 -1.327104000000e-18 
               214 -1.308109356301e-18 -1.306243627326e-18 -1.295715968692e-18 -1.255990859285e-18 -1.227932852990e-18 -1.272715278689e-18 -1.312273774151e-18 -1.327104000000e-18 
               215 -1.308109356301e-18 -1.306243519499e-18 -1.295715160368e-18 -1.255988072868e-18 -1.227933495854e-18 -1.272714846919e-18 -1.312273474790e-18 -1.327104000000e-18 
               216 -1.308109356301e-18 -1.306239735272e-18 -1.295686793148e-18 -1.255890255673e-18 -1.227955948127e-18 -1.272699776873e-18 -1.312262946457e-18 -1.327104000000e-18 
               217 -1.308109356301e-18 -1.306238685630e-18 -1.295679045844e-18 -1.255863355963e-18 -1.227962290411e-18 -1.272696884890e-18 -1.312260246659e-18 -1.327104000000e-18 
               218 -1.308109356301e-18 -1.306238204686e-18 -1.295675460072e-18 -1.255850883718e-18 -1.227965052801e-18 -1.272695617162e-18 -1.312259035468e-18 -1.327104000000e-18 
               219 -1.308109356301e-18 -1.306238028406e-18 -1.295674222982e-18 -1.255847964225e-18 -1.227966640541e-18 -1.272695465771e-18 -1.312258634303e-18 -1.327104000000e-18 
               220 -1.308109356301e-18 -1.306237873020e-18 -1.295673084088e-18 -1.255844274907e-18 -1.227967680812e-18 -1.272695171875e-18 -1.312258264220e-18 -1.327104000000e-18 
               221 -1.308109356301e-18 -1.306237745251e-18 -1.295672141720e-18 -1.255841155344e-18 -1.227968498927e-18 -1.272694916271e-18 -1.312257958686e-18 -1.327104000000e-18 
               222 -1.308109356301e-18 -1.306237176821e-18 -1.295667945829e-18 -1.255827264499e-18 -1.227972131578e-18 -1.272693796386e-18 -1.312256604909e-18 -1.327104000000e-18 
               223 -1.308109356301e-18 -1.306236854590e-18 -1.295665564935e-18 -1.255819442747e-18 -1.227974207658e-18 -1.272693226826e-18 -1.312255855919e-18 -1.327104000000e-18 
               224 -1.308109356301e-18 -1.306232478204e-18 -1.295633076916e-18 -1.255712039969e-18 -1.228002016746e-18 -1.272685737305e-18 -1.312245749636e-18 -1.327104000000e-18 
               225 -1.308109356301e-18 -1.306232364004e-18 -1.295632354743e-18 -1.255711130617e-18 -1.228003254291e-18 -1.272685982958e-18 -1.312245611803e-18 -1.327104000000e-18 
               226 -1.308109356301e-18 -1.306232255215e-18 -1.295631543299e-18 -1.255708686120e-18 -1.228004014153e-18 -1.272685993500e-18 -1.312245419019e-18 -1.327104000000e-18 
               227 -1.308109356301e-18 -1.306232148626e-18 -1.295630746340e-18 -1.255706259796e-18 -1.228004753735e-18 -1.272686004975e-18 -1.312245231075e-18 -1.327104000000e-18 
               228 -1.308109356301e-18 -1.306230371713e-18 -1.295617449580e-18 -1.255665784705e-18 -1.228017069925e-18 -1.272686254447e-18 -1.312242120969e-18 -1.327104000000e-18 
               229 -1.308109356301e-18 -1.306230139857e-18 -1.295615698785e-18 -1.255660670241e-18 -1.228018742778e-18 -1.272686453185e-18 -1.312241774322e-18 -1.327104000000e-18 
               230 -1.308109356301e-18 -1.306229852864e-18 -1.295613526403e-18 -1.255654282284e-18 -1.228020808841e-18 -1.272686719072e-18 -1.312241354567e-18 -1.327104000000e-18 
               231 -1.308109356301e-18 -1.306229762136e-18 -1.295612839488e-18 -1.255652338312e-18 -1.228021465775e-18 -1.272686816038e-18 -1.312241226335e-18 -1.327104000000e-18 
               232 -1.308109356301e-18 -1.306229637612e-18 -1.295611894934e-18 -1.255649598717e-18 -1.228022367888e-18 -1.272686951084e-18 -1.312241051519e-18 -1.327104000000e-18 
               233 -1.308109356301e-18 -1.306229497505e-18 -1.295610831356e-18 -1.255646522042e-18 -1.228023385114e-18 -1.272687110139e-18 -1.312240857522e-18 -1.327104000000e-18 
               234 -1.308109356301e-18 -1.306203473830e-18 -1.295413107651e-18 -1.255078284715e-18 -1.228210892367e-18 -1.272717327893e-18 -1.312204968461e-18 -1.327104000000e-18 
               235 -1.308109356301e-18 -1.306203256138e-18 -1.295410181713e-18 -1.255055762565e-18 -1.228213370973e-18 -1.272723793154e-18 -1.312207114402e-18 -1.327104000000e-18 
               236 -1.308109356301e-18 -1.306203225989e-18 -1.295410494735e-18 -1.255081694215e-18 -1.228215357041e-18 -1.272725251813e-18 -1.312207544731e-18 -1.327104000000e-18 
               237 -1.308109356301e-18 -1.306203196918e-18 -1.295410180582e-18 -1.255081928843e-18 -1.228215880165e-18 -1.272726220230e-18 -1.312207864055e-18 -1.327104000000e-18 
               238 -1.308109356301e-18 -1.306203153424e-18 -1.295409706670e-18 -1.255082166952e-18 -1.228216650855e-18 -1.272727672764e-18 -1.312208344904e-18 -1.327104000000e-18 
               239 -1.308109356301e-18 -1.306203092370e-18 -1.295409039527e-18 -1.255082504568e-18 -1.228217734298e-18 -1.272729727325e-18 -1.312209027404e-18 -1.327104000000e-18 
               240 -1.308109356301e-18 -1.306199675927e-18 -1.295371549262e-18 -1.255101996563e-18 -1.228278442425e-18 -1.272845855424e-18 -1.312247768148e-18 -1.327104000000e-18 
               241 -1.308109356301e-18 -1.306199324060e-18 -1.295365490620e-18 -1.255121427654e-18 -1.228289897806e-18 -1.272880689119e-18 -1.312262179739e-18 -1.327104000000e-18 
               242 -1.308109356301e-18 -1.306199130743e-18 -1.295358054605e-18 -1.254861444052e-18 -1.228187874681e-18 -1.272887167560e-18 -1.312257991768e-18 -1.327104000000e-18 
               243 -1.308109356301e-18 -1.306199198928e-18 -1.295362681099e-18 -1.255153114993e-18 -1.228296547075e-18 -1.272898255084e-18 -1.312269868757e-18 -1.327104000000e-18 
               244 -1.308109356301e-18 -1.306199195494e-18 -1.295362954331e-18 -1.255157733007e-18 -1.228298930961e-18 -1.272900095256e-18 -1.312270420666e-18 -1.327104000000e-18 
               245 -1.308109356301e-18 -1.306199189388e-18 -1.295362935962e-18 -1.255159530688e-18 -1.228299922420e-18 -1.272901741256e-18 -1.312271046137e-18 -1.327104000000e-18 
               246 -1.308109356301e-18 -1.306199179625e-18 -1.295362736613e-18 -1.255160910682e-18 -1.228300492231e-18 -1.272903871363e-18 -1.312271955352e-18 -1.327104000000e-18 
               247 -1.308109356301e-18 -1.306199170018e-18 -1.295362518678e-18 -1.255162195718e-18 -1.228300975581e-18 -1.272906011315e-18 -1.312272885014e-18 -1.327104000000e-18 
               248 -1.308109356301e-18 -1.306199123180e-18 -1.295361411384e-18 -1.255168750839e-18 -1.228303410527e-18 -1.272916989670e-18 -1.312277671622e-18 -1.327104000000e-18 
               249 -1.308109356301e-18 -1.306199119405e-18 -1.295361299995e-18 -1.255169628167e-18 -1.228303696693e-18 -1.272918236333e-18 -1.312278220618e-18 -1.327104000000e-18 
               250 -1.308109356301e-18 -1.306199115888e-18 -1.295361191057e-18 -1.255170431261e-18 -1.228303968487e-18 -1.272919451286e-18 -1.312278757206e-18 -1.327104000000e-18 
