#               time            E_Demag  E_UniformExchange            E_total                m_x                m_y                m_z            m_error          real_time          rhs_evals               step 
#                <s>                <J>                <J>                <J>                 <>                 <>                 <>                 <>                <s>                 <>                 <> 
            1.57e-09  1.06431334473e-18  2.72117033383e-18  3.78548367856e-18    -0.154933871003    0.0763550233724    0.0223308202928  1.97605265484e-11      1578232586.94               6919                157 
            1.58e-09  1.06847969542e-18  2.72089958482e-18  3.78937928025e-18    -0.157852653297    0.0779434015166    0.0222671834948  2.05685468657e-11      1578232587.01               6946                158 
            1.59e-09  1.07277980571e-18  2.72055887479e-18   3.7933386805e-18    -0.160839271943    0.0793424327307    0.0222080833555   2.0206725182e-11      1578232587.08               6973                159 
             1.6e-09  1.07717467608e-18   2.7201719743e-18  3.79734665038e-18    -0.163883536659    0.0805616454313    0.0221528101127  1.94507743245e-11      1578232587.14               7000                160 
            1.61e-09  1.08162579239e-18  2.71976431441e-18   3.8013901068e-18    -0.166976650978    0.0816142916693    0.0221003234343   1.9755974634e-11      1578232587.21               7027                161 
            1.62e-09  1.08609691734e-18  2.71936141893e-18  3.80545833627e-18    -0.170111093486     0.082515985796    0.0220493838449  1.97651894851e-11      1578232587.27               7054                162 
            1.63e-09  1.09055543981e-18  2.71898743763e-18  3.80954287744e-18    -0.173280261862    0.0832830559978    0.0219986786536   1.9362844661e-11      1578232587.32               7080                163 
            1.64e-09  1.09497331861e-18  2.71866380433e-18  3.81363712294e-18    -0.176477982509      0.08393085004    0.0219469189029  1.93957072625e-11      1578232587.39               7107                164 
            1.65e-09  1.09932769382e-18  2.71840803275e-18  3.81773572657e-18    -0.179698004088    0.0844722109409      0.02189290245  1.94905203088e-11      1578232587.46               7134                165 
            1.66e-09  1.10360123908e-18  2.71823267264e-18  3.82183391172e-18    -0.182933581556    0.0849162867759    0.0218355542821  1.93526306091e-11      1578232587.51               7161                166 
            1.67e-09  1.10778230004e-18  2.71814447263e-18  3.82592677267e-18    -0.186177223429    0.0852677768895     0.021773962569  1.93159932493e-11      1578232587.58               7188                167 
            1.68e-09  1.11186481684e-18   2.7181438287e-18  3.83000864553e-18    -0.189420629282    0.0855266563456     0.021707426022  1.93302041041e-11      1578232587.63               7215                168 
            1.69e-09  1.11584798041e-18  2.71822462509e-18   3.8340726055e-18    -0.192654799199    0.0856883688639      0.02163551745  1.93334237508e-11      1578232587.69               7242                169 
             1.7e-09  1.11973554621e-18  2.71837457842e-18  3.83811012463e-18    -0.195870262204    0.0857444388845    0.0215581553835  1.93536298099e-11      1578232587.74               7269                170 
            1.71e-09  1.12353474704e-18  2.71857615806e-18  3.84211090509e-18    -0.199057353058    0.0856834254149    0.0214756660007    1.920319459e-11      1578232587.79               7295                171 
            1.72e-09  1.12725481641e-18  2.71880807004e-18  3.84606288645e-18    -0.202206467898    0.0854921215247    0.0213888150485  1.91316962272e-11      1578232587.84               7322                172 
            1.73e-09  1.13090523905e-18  2.71904717497e-18  3.84995241402e-18    -0.205308246283    0.0851568909563    0.0212987944908  1.92891258521e-11       1578232587.9               7349                173 
            1.74e-09  1.13449395035e-18  2.71927059611e-18  3.85376454646e-18    -0.208353654271     0.084665025729    0.0212071587882  1.90150117874e-11      1578232587.96               7376                174 
            1.75e-09  1.13802576655e-18   2.7194577074e-18  3.85748347395e-18    -0.211333972885    0.0840060063964    0.0211157171003  1.86827220361e-11      1578232588.05               7403                175 
            1.76e-09  1.14150131268e-18  2.71959170078e-18  3.86109301346e-18    -0.214240721461     0.083172552189    0.0210263966587  1.89588345023e-11      1578232588.15               7430                176 
            1.77e-09  1.14491662111e-18  2.71966052372e-18  3.86457714483e-18     -0.21706556102    0.0821613645854    0.0209410968657  1.87430071463e-11       1578232588.2               7457                177 
            1.78e-09  1.14826342927e-18  2.71965712255e-18  3.86792055183e-18    -0.219800226226    0.0809734964739    0.0208615530116  1.80913062309e-11      1578232588.25               7484                178 
            1.79e-09  1.15153005795e-18  2.71957907766e-18   3.8711091356e-18    -0.222436525998    0.0796143186613    0.0207892240401  1.83216775085e-11      1578232588.32               7510                179 
             1.8e-09  1.15470264578e-18   2.7194278275e-18  3.87413047328e-18    -0.224966435485    0.0780931013923    0.0207252125652  1.83431048129e-11       1578232588.4               7537                180 
            1.81e-09  1.15776647955e-18  2.71920772128e-18  3.87697420084e-18    -0.227382280645    0.0764222737186    0.0206702193838  1.74044112455e-11      1578232588.47               7564                181 
            1.82e-09  1.16070719011e-18  2.71892511491e-18  3.87963230502e-18    -0.229676997011    0.0746164604017    0.0206245304086  1.73819847404e-11      1578232588.54               7591                182 
            1.83e-09  1.16351166072e-18  2.71858765361e-18  3.88209931434e-18    -0.231844430932    0.0726914183614     0.020588031678  1.77330372608e-11      1578232588.59               7618                183 
            1.84e-09  1.16616858735e-18  2.71820379683e-18  3.88437238418e-18    -0.233879646677    0.0706629990531    0.0205602474147  1.68051128568e-11      1578232588.64               7645                184 
            1.85e-09  1.16866871263e-18  2.71778256358e-18  3.88645127621e-18    -0.235779205234    0.0685462494125    0.0205403961731  1.63755675686e-11      1578232588.71               7672                185 
            1.86e-09  1.17100481121e-18  2.71733342623e-18  3.88833823744e-18    -0.237541386858     0.066354735091    0.0205274601956    3.682432137e-11      1578232588.76               7701                186 
            1.87e-09  1.17317152715e-18   2.7168662623e-18  3.89003778945e-18    -0.239166336052    0.0641001310157    0.0205202629098   3.5947556043e-10       1578232588.8               7735                187 
            1.88e-09  1.17516515602e-18  2.71639128532e-18  3.89155644134e-18    -0.240656112517    0.0617920827329    0.0205175491321   3.7447889234e-10      1578232588.86               7785                188 
            1.89e-09    1.176983435e-18  2.71591890691e-18  3.89290234192e-18    -0.242014634989    0.0594383045987    0.0205180622919  3.65433683314e-10      1578232588.94               7837                189 
             1.9e-09  1.17862536503e-18  2.71545951994e-18  3.89408488497e-18    -0.243247508715    0.0570448536236    0.0205206131386  4.66987115644e-10      1578232589.03               7889                190 
            1.91e-09  1.18009105575e-18  2.71502322436e-18  3.89511428012e-18    -0.244361733699    0.0546165041618    0.0205241350838  2.33780328429e-10      1578232589.15               7941                191 
            1.92e-09  1.18138156601e-18  2.71461953279e-18   3.8960010988e-18    -0.245365300695    0.0521571492637    0.0205277226881  2.05730987801e-10      1578232589.21               7999                192 
            1.93e-09  1.18249871463e-18  2.71425708983e-18  3.89675580445e-18    -0.246266694657    0.0496701671962    0.0205306518023  2.02656114112e-10      1578232589.36               8042                193 
            1.94e-09  1.18344485133e-18   2.7139434251e-18  3.89738827643e-18    -0.247074338559    0.0471587122264    0.0205323823697  1.76180847689e-10      1578232589.44               8090                194 
            1.95e-09  1.18422260018e-18   2.7136847415e-18  3.89790734168e-18    -0.247796021296    0.0446259122746    0.0205325474998   1.9508417104e-10      1578232589.52               8138                195 
            1.96e-09  1.18483460455e-18  2.71348572908e-18  3.89832033363e-18    -0.248438358969    0.0420749777437    0.0205309345523  2.42600606271e-10      1578232589.59               8186                196 
            1.97e-09  1.18528331015e-18  2.71334939247e-18  3.89863270262e-18    -0.249006337583      0.03950924196    0.0205274649781  2.66016098038e-10      1578232589.67               8246                197 
            1.98e-09   1.1855708186e-18  2.71327688839e-18    3.898847707e-18    -0.249502976952    0.0369321619677    0.0205221791006  2.61482391295e-10      1578232589.73               8285                198 
            1.99e-09  1.18569882975e-18  2.71326738389e-18  3.89896621364e-18    -0.249929141961    0.0343473083726    0.0205152297988  2.47584841517e-10       1578232589.8               8328                199 
               2e-09  1.18566867155e-18  2.71331796212e-18  3.89898663367e-18    -0.250283511038    0.0317583657658    0.0205068855675  1.63310476253e-10      1578232589.87               8374                200 
            2.01e-09  1.18548139623e-18  2.71342361469e-18  3.89890501092e-18    -0.250562695869    0.0291691536668    0.0204975394796  3.63850505281e-10      1578232589.95               8426                201 
            2.02e-09  1.18513790469e-18  2.71357736389e-18  3.89871526857e-18    -0.250761493845    0.0265836654504    0.0204877172265  3.22093463012e-10      1578232590.02               8475                202 
            2.03e-09  1.18463905502e-18  2.71377055153e-18  3.89840960655e-18    -0.250873247098    0.0240061128648     0.020478075722  2.96568103408e-10      1578232590.09               8510                203 
            2.04e-09  1.18398571599e-18  2.71399331045e-18  3.89797902643e-18    -0.250890279297    0.0214409590536    0.0204693844897  3.50401929694e-10      1578232590.14               8554                204 
            2.05e-09  1.18317874509e-18  2.71423520453e-18  3.89741394962e-18    -0.250804382382    0.0188929244638    0.0204624853881  4.25105062263e-10       1578232590.2               8602                205 
            2.06e-09  1.18221889888e-18   2.7144859843e-18  3.89670488318e-18    -0.250607327999    0.0163669569052    0.0204582315976  4.35343094907e-10      1578232590.27               8661                206 
            2.07e-09  1.18110671238e-18  2.71473637181e-18   3.8958430842e-18    -0.250291380361     0.013868167191    0.0204574129189  4.07255562607e-10      1578232590.33               8693                207 
            2.08e-09  1.17984240728e-18  2.71497876504e-18  3.89482117232e-18    -0.249849787526    0.0114017422899    0.0204606795946  3.51188411685e-10      1578232590.39               8731                208 
            2.09e-09  1.17842589336e-18  2.71520775491e-18  3.89363364826e-18    -0.249277226642   0.00897285585654    0.0204684794103  4.32323732369e-10      1578232590.44               8771                209 
             2.1e-09   1.1768569139e-18  2.71542037158e-18  3.89227728548e-18    -0.248570177119   0.00658659913584    0.0204810216581   1.8094059584e-10      1578232590.52               8827                210 
            2.11e-09  1.17513535339e-18  2.71561602379e-18  3.89075137718e-18    -0.247727195886   0.00424795258533    0.0204982766085  1.84001924808e-10      1578232590.59               8880                211 
            2.12e-09  1.17326168507e-18  2.71579614993e-18    3.889057835e-18    -0.246749072796   0.00196181056157    0.0205200115131  1.79666059807e-10      1578232590.65               8911                212 
            2.13e-09   1.1712374994e-18  2.71596364904e-18  3.88720114845e-18    -0.245638852443 -0.000266940154565    0.0205458558714  1.77158510084e-10       1578232590.7               8946                213 
            2.14e-09   1.1690660315e-18  2.71612219218e-18  3.88518822368e-18    -0.244401720547  -0.00243329975022    0.0205753820658  2.42064146505e-10      1578232590.75               8988                214 
            2.15e-09  1.16675260342e-18  2.71627552147e-18   3.8830281249e-18    -0.243044766698  -0.00453201511945    0.0206081843685  2.53213894297e-10      1578232590.81               9042                215 
            2.16e-09  1.16430491321e-18  2.71642683033e-18  3.88073174354e-18    -0.241576648047  -0.00655744885736    0.0206439405805  2.59054777629e-10      1578232590.88               9102                216 
            2.17e-09  1.16173312981e-18  2.71657828978e-18  3.87831141958e-18    -0.240007188066  -0.00850348738252    0.0206824456348  2.59045229711e-10      1578232590.97               9145                217 
            2.18e-09  1.15904978408e-18  2.71673075367e-18  3.87578053775e-18    -0.238346949061   -0.0103635134298    0.0207236137709  2.42903475112e-10      1578232591.02               9174                218 
            2.19e-09  1.15626947195e-18  2.71688364773e-18  3.87315311968e-18     -0.23660681613   -0.0121304589817    0.0207674532531  2.33553842932e-10      1578232591.08               9203                219 
             2.2e-09  1.15340840415e-18  2.71703502726e-18  3.87044343141e-18    -0.234797624331   -0.0137969428847    0.0208140231227  2.25202523296e-10      1578232591.14               9241                220 
            2.21e-09   1.1504838467e-18  2.71718177662e-18  3.86766562332e-18    -0.232929851334   -0.0153554851559    0.0208633839731  4.04364652873e-10       1578232591.2               9283                221 
            2.22e-09  1.14751349943e-18  2.71731991731e-18  3.86483341675e-18    -0.231013386973   -0.0167987793905    0.0209155539949  4.05548039595e-10      1578232591.27               9339                222 
            2.23e-09  1.14451485842e-18  2.71744498986e-18  3.86195984828e-18    -0.229057380649   -0.0181199972963    0.0209704782117  3.68469255108e-10      1578232591.34               9397                223 
            2.24e-09  1.14150460394e-18  2.71755247263e-18  3.85905707657e-18    -0.227070159337   -0.0193130960096    0.0210280141684   3.5138780774e-10      1578232591.42               9449                224 
            2.25e-09  1.13849805073e-18  2.71763820249e-18  3.85613625322e-18    -0.225059203816   -0.0203730994955    0.0210879327574  3.49048345782e-10      1578232591.49               9480                225 
            2.26e-09  1.13550869068e-18  2.71769876295e-18  3.85320745363e-18    -0.223031168883   -0.0212963295254    0.0211499295712    3.398943349e-10      1578232591.56               9509                226 
            2.27e-09  1.13254785175e-18  2.71773180919e-18  3.85027966093e-18    -0.220991934125   -0.0220805684338    0.0212136408605  3.29599014748e-10      1578232591.62               9537                227 
            2.28e-09   1.1296244893e-18  2.71773630453e-18  3.84736079383e-18    -0.218946674303   -0.0227251439666    0.0212786588782  3.63863605912e-10      1578232591.67               9569                228 
            2.29e-09  1.12674511772e-18  2.71771265087e-18  3.84445776859e-18    -0.216899941332   -0.0232309348284    0.0213445435552  3.06018543839e-10      1578232591.72               9607                229 
             2.3e-09   1.1239138807e-18  2.71766270494e-18  3.84157658564e-18    -0.214855752293    -0.023600302939    0.0214108301269  4.70804950581e-10      1578232591.79               9661                230 
            2.31e-09  1.12113274861e-18  2.71758968374e-18  3.83872243236e-18    -0.212817679454   -0.0238369640304    0.0214770345428  4.39056790924e-10      1578232591.86               9717                231 
            2.32e-09  1.11840182129e-18  2.71749797305e-18  3.83589979435e-18    -0.210788938911   -0.0239458115555    0.0215426595384  4.21173096399e-10      1578232591.94               9771                232 
            2.33e-09  1.11571970698e-18  2.71739286223e-18  3.83311256921e-18    -0.208772474625   -0.0239327098606     0.021607203922  4.26215729377e-10      1578232592.03               9827                233 
            2.34e-09  1.11308394369e-18  2.71728023433e-18  3.83036417802e-18    -0.206771034881   -0.0238042715396    0.0216701762344  4.21490842228e-10       1578232592.1               9881                234 
            2.35e-09  1.11049142913e-18  2.71716624163e-18  3.82765767076e-18    -0.204787238832   -0.0235676315027    0.0217311120955  4.13791223508e-10      1578232592.17               9937                235 
            2.36e-09  1.10793882994e-18  2.71705699365e-18  3.82499582359e-18    -0.202823631961   -0.0232302273676    0.0217895929921  4.13248990583e-10      1578232592.25               9991                236 
            2.37e-09  1.10542294841e-18  2.71695827817e-18  3.82238122658e-18    -0.200882730668    -0.022799593045    0.0218452634929  4.12541112382e-10      1578232592.31              10037                237 
            2.38e-09  1.10294103379e-18  2.71687532814e-18  3.81981636193e-18    -0.198967057408   -0.0222831703473    0.0218978440852  4.10969036579e-10      1578232592.37              10066                238 
            2.39e-09    1.100491033e-18   2.7168126399e-18   3.8173036729e-18      -0.1970791685   -0.0216881422814    0.0219471378316  4.10948386431e-10      1578232592.43              10094                239 
             2.4e-09  1.09807178209e-18  2.71677384232e-18  3.81484562441e-18     -0.19522167668   -0.0210212912584    0.0219930304375   4.0973802129e-10      1578232592.51              10121                240 
            2.41e-09  1.09568314233e-18  2.71676161349e-18  3.81244475582e-18    -0.193397269863      -0.0202888854    0.0220354846164  4.08158618015e-10      1578232592.57              10149                241 
            2.42e-09  1.09332608611e-18  2.71677764005e-18  3.81010372616e-18    -0.191608726648   -0.0194965959873    0.0220745305055  4.06983335921e-10      1578232592.63              10176                242 
            2.43e-09  1.09100273731e-18  2.71682261426e-18  3.80782535156e-18    -0.189858928192   -0.0186494484666    0.0221102541588  4.03812538963e-10      1578232592.69              10204                243 
            2.44e-09  1.08871636987e-18  2.71689626408e-18  3.80561263395e-18    -0.188150865614   -0.0177518080998    0.0221427858916  3.99848598676e-10      1578232592.76              10231                244 
            2.45e-09  1.08647136791e-18    2.716997412e-18  3.80346877992e-18    -0.186487641998   -0.0168073993524    0.0221722896735  3.97040178512e-10      1578232592.82              10259                245 
            2.46e-09  1.08427315097e-18  2.71712405743e-18  3.80139720839e-18    -0.184872468403   -0.0158193557499    0.0221989540924  3.74418274163e-10      1578232592.89              10290                246 
            2.47e-09  1.08212806847e-18  2.71727347756e-18  3.79940154603e-18    -0.183308653836   -0.0147902946663    0.0222229848571  3.77498032833e-10      1578232592.95              10326                247 
            2.48e-09  1.08004326858e-18  2.71744234095e-18  3.79748560953e-18    -0.181799589518   -0.0137224097977    0.0222445984785  3.39765771074e-10      1578232593.03              10378                248 
            2.49e-09   1.0780265465e-18  2.71762682818e-18  3.79565337468e-18    -0.180348727992   -0.0126175732865    0.0222640166919  3.40122707776e-10      1578232593.11              10432                249 
             2.5e-09  1.07608617751e-18  2.71782275492e-18  3.79390893243e-18    -0.178959557384   -0.0114774397163    0.0222814612995  3.40455663661e-10      1578232593.24              10486                250 
            2.51e-09  1.07423073895e-18  2.71802569349e-18  3.79225643244e-18    -0.177635570758   -0.0103035453247     0.022297149331   3.3341951422e-10      1578232593.34              10540                251 
            2.52e-09  1.07246892442e-18  2.71823109117e-18  3.79070001559e-18    -0.176380229959  -0.00909739748352    0.0223112886215  3.33965965993e-10      1578232593.46              10594                252 
            2.53e-09  1.07080935265e-18  2.71843438396e-18   3.7892437366e-18    -0.175196923082   -0.0078605513223    0.0223240740192  3.36455419081e-10      1578232593.57              10648                253 
            2.54e-09  1.06926037305e-18  2.71863110576e-18  3.78789147881e-18    -0.174088914771  -0.00659467195911     0.022335684422  3.24921090034e-10      1578232593.65              10702                254 
            2.55e-09  1.06782987039e-18  2.71881699305e-18  3.78664686344e-18    -0.173059289122  -0.00530158194051    0.0223462807227  3.21052517904e-10      1578232593.72              10756                255 
            2.56e-09   1.0665250718e-18  2.71898808446e-18  3.78551315626e-18    -0.172110885999  -0.00398329413251    0.0223560045723  3.26829230346e-10      1578232593.79              10810                256 
            2.57e-09  1.06535236114e-18  2.71914081395e-18  3.78449317508e-18    -0.171246232798  -0.00264203057623    0.0223649777371  3.14676729118e-10      1578232593.86              10866                257 
            2.58e-09  1.06431710689e-18  2.71927209537e-18  3.78358920226e-18    -0.170467474935   -0.0012802279245    0.0223733017744  3.05709457749e-10      1578232593.94              10920                258 
            2.59e-09  1.06342351123e-18  2.71937939501e-18  3.78280290624e-18    -0.169776309266  9.94697896258e-05    0.0223810578164  3.10439896012e-10      1578232594.01              10974                259 
             2.6e-09  1.06267448823e-18  2.71946078838e-18  3.78213527661e-18    -0.169173925046   0.00149423001156    0.0223883063932  3.04460900935e-10      1578232594.12              11028                260 
            2.61e-09  1.06207157879e-18   2.7195149978e-18  3.78158657659e-18    -0.168660956836    0.0029010606474    0.0223950873919  2.92103008448e-10      1578232594.19              11082                261 
            2.62e-09  1.06161490824e-18  2.71954140764e-18  3.78115631588e-18       -0.168237453   0.00431684711225    0.0224014203626  2.93786328598e-10       1578232594.3              11136                262 
            2.63e-09  1.06130319006e-18  2.71954005601e-18  3.78084324608e-18    -0.167902862242   0.00573839488291    0.0224073054057  2.92089463727e-10      1578232594.45              11190                263 
            2.64e-09  1.06113377617e-18   2.7195116029e-18  3.78064537906e-18    -0.167656039237   0.00716247468843    0.0224127247904   2.7652935497e-10      1578232594.55              11244                264 
            2.65e-09  1.06110275082e-18  2.71945727684e-18  3.78056002767e-18    -0.167495269015   0.00858586746799    0.0224176453108  2.73558398156e-10      1578232594.64              11298                265 
            2.66e-09  1.06120506247e-18  2.71937880373e-18   3.7805838662e-18    -0.167418308572    0.0100054065526    0.0224220212232  2.75092282287e-10      1578232594.73              11352                266 
            2.67e-09  1.06143468532e-18  2.71927832231e-18  3.78071300763e-18    -0.167422443207    0.0114180151328    0.0224257975006  2.60279686692e-10      1578232594.81              11406                267 
            2.68e-09  1.06178480141e-18   2.7191582917e-18  3.78094309311e-18    -0.167504554512    0.0128207378409    0.0224289131049  2.51632270576e-10      1578232594.88              11460                268 
            2.69e-09  1.06224799329e-18  2.71902139596e-18  3.78126938925e-18    -0.167661196575      0.01421076606    0.0224313040288  2.54779308761e-10      1578232594.96              11514                269 
             2.7e-09   1.0628164381e-18  2.71887045058e-18  3.78168688868e-18    -0.167888676814    0.0155854572238    0.0224329059629  2.43510989151e-10      1578232595.03              11568                270 
            2.71e-09  1.06348209485e-18  2.71870831464e-18  3.78219040949e-18    -0.168183137961    0.0169423488119    0.0224336565531  2.30590657679e-10       1578232595.1              11620                271 
            2.72e-09  1.06423687804e-18  2.71853781183e-18  3.78277468987e-18    -0.168540637846    0.0182791679115    0.0224334972994  2.32813324175e-10      1578232595.15              11666                272 
            2.73e-09  1.06507281246e-18  2.71836166269e-18  3.78343447515e-18    -0.168957223958    0.0195938371592    0.0224323751692   2.2677126843e-10      1578232595.22              11710                273 
            2.74e-09  1.06598216532e-18  2.71818242949e-18  3.78416459481e-18    -0.169429000207     0.020884477652    0.0224302439729  2.13511208713e-10      1578232595.29              11751                274 
            2.75e-09  1.06695755372e-18  2.71800247452e-18  3.78496002824e-18    -0.169952183867    0.0221494091298    0.0224270654838  2.11751727264e-10      1578232595.36              11786                275 
            2.76e-09  1.06799202626e-18  2.71782393204e-18  3.78581595831e-18    -0.170523151405    0.0233871474861    0.0224228102217   2.0981749671e-10      1578232595.41              11816                276 
            2.77e-09  1.06907911929e-18  2.71764869338e-18  3.78672781268e-18     -0.17113847268    0.0245963995143    0.0224174577876  1.98996374934e-10      1578232595.47              11843                277 
            2.78e-09   1.0702128894e-18  2.71747840375e-18  3.78769129315e-18    -0.171794933758     0.025776054792    0.0224109966499  1.94307903101e-10      1578232595.52              11870                278 
            2.79e-09  1.07138792441e-18  2.71731446928e-18  3.78870239369e-18    -0.172489549306    0.0269251747147    0.0224034233534  1.93999483145e-10      1578232595.59              11897                279 
             2.8e-09  1.07259933644e-18  2.71715807184e-18  3.78975740828e-18    -0.173219566022    0.0280429788886    0.0223947412184  1.85553794552e-10      1578232595.64              11924                280 
            2.81e-09  1.07384274054e-18  2.71701018914e-18  3.79085292968e-18    -0.173982458821    0.0291288292917    0.0223849586959  1.78573156262e-10       1578232595.7              11951                281 
            2.82e-09  1.07511422294e-18  2.71687161766e-18  3.79198584061e-18     -0.17477592154    0.0301822127867    0.0223740876152  1.78270953555e-10      1578232595.81              11978                282 
            2.83e-09  1.07641030259e-18  2.71674299615e-18  3.79315329874e-18    -0.175597853695    0.0312027226361    0.0223621415716  1.72738046089e-10      1578232595.92              12005                283 
            2.84e-09    1.077727889e-18  2.71662482794e-18  3.79435271694e-18    -0.176446344552    0.0321900396566    0.0223491346612  1.64824820459e-10      1578232596.02              12032                284 
            2.85e-09  1.07906423921e-18  2.71651750091e-18  3.79558174012e-18    -0.177319655358    0.0331439135275    0.0223350806785  1.63384417107e-10      1578232596.13              12059                285 
            2.86e-09  1.08041691536e-18   2.7164213044e-18  3.79683821976e-18    -0.178216200309    0.0340641445998    0.0223199927862  1.60339963529e-10      1578232596.23              12086                286 
            2.87e-09  1.08178374425e-18  2.71633644307e-18  3.79812018732e-18     -0.17913452661    0.0349505663704    0.0223038835675  1.52872603465e-10      1578232596.29              12113                287 
            2.88e-09  1.08316277959e-18  2.71626304753e-18  3.79942582712e-18    -0.180073293926    0.0358030286294    0.0222867653157  1.49902312785e-10      1578232596.34              12140                288 
            2.89e-09  1.08455226733e-18  2.71620118211e-18  3.80075344944e-18    -0.181031253515    0.0366213812018    0.0222686504019  1.48380419063e-10      1578232596.41              12167                289 
             2.9e-09  1.08595061428e-18  2.71615084999e-18  3.80210146427e-18    -0.182007227474    0.0374054581953    0.0222495516062   1.4231482659e-10      1578232596.48              12194                290 
            2.91e-09  1.08735636033e-18   2.7161119956e-18  3.80346835592e-18    -0.183000088565    0.0381550627299    0.0222294823601  1.38098643632e-10      1578232596.53              12221                291 
            2.92e-09  1.08876815432e-18  2.71608450454e-18  3.80485265886e-18    -0.184008741141    0.0388699522449    0.0222084569277  1.37059474881e-10      1578232596.57              12248                292 
            2.93e-09  1.09018473369e-18  2.71606820112e-18  3.80625293481e-18    -0.185032103643    0.0395498246211    0.0221864906114  1.32753363857e-10      1578232596.63              12275                293 
            2.94e-09  1.09160490775e-18  2.71606284365e-18   3.8076677514e-18    -0.186069093005    0.0401943054887    0.0221636000901  1.27976740316e-10      1578232596.68              12302                294 
            2.95e-09  1.09302754434e-18  2.71606811803e-18  3.80909566237e-18    -0.187118611152    0.0408029371833    0.0221398039856  1.26655130828e-10      1578232596.73              12329                295 
            2.96e-09  1.09445155932e-18  2.71608363027e-18  3.81053518959e-18    -0.188179533593    0.0413751698479    0.0221151237021  1.24563248605e-10      1578232596.79              12356                296 
            2.97e-09  1.09587590824e-18  2.71610889872e-18  3.81198480697e-18    -0.189250699981     0.041910355156    0.0220895845166  1.21246790385e-10      1578232596.84              12383                297 
            2.98e-09  1.09729957942e-18  2.71614334714e-18  3.81344292656e-18    -0.190330906436    0.0424077430496    0.0220632168313  1.20368159884e-10       1578232596.9              12410                298 
            2.99e-09  1.09872158752e-18  2.71618629936e-18  3.81490788688e-18    -0.191418899463    0.0428664817746    0.0220360574504  1.19676935029e-10      1578232596.95              12437                299 
               3e-09  1.10014096693e-18  2.71623697677e-18   3.8163779437e-18    -0.192513371333    0.0432856213668    0.0220081507263  1.17322374038e-10      1578232597.01              12464                300 
            3.01e-09  1.10155676446e-18  2.71629449896e-18  3.81785126343e-18    -0.193612956947    0.0436641206147    0.0219795494334  1.16002318862e-10      1578232597.06              12491                301 
            3.02e-09  1.10296803086e-18   2.7163578884e-18  3.81932591926e-18    -0.194716232259    0.0440008574231    0.0219503152718  1.25474963752e-10      1578232597.12              12518                302 
            3.03e-09  1.10437381099e-18  2.71642607917e-18  3.82079989016e-18    -0.195821714435    0.0442946424086    0.0219205189545  1.73224989908e-10      1578232597.16              12554                303 
            3.04e-09  1.10577313285e-18  2.71649792983e-18  3.82227106269e-18    -0.196927863929    0.0445442354922    0.0218902398887  1.23626886506e-10      1578232597.22              12602                304 
            3.05e-09   1.1071649955e-18  2.71657224045e-18  3.82373723595e-18    -0.198033088589    0.0447483651925    0.0218595654984  1.13836273741e-10      1578232597.29              12652                305 
            3.06e-09   1.1085483563e-18  2.71664777311e-18  3.82519612941e-18    -0.199135749819    0.0449057502574    0.0218285902564  7.77007347352e-11      1578232597.36              12704                306 
            3.07e-09   1.1099221177e-18  2.71672327592e-18  3.82664539363e-18    -0.200234170704    0.0450151231943    0.0217974144898  1.20724985564e-10      1578232597.42              12756                307 
            3.08e-09  1.11128511425e-18  2.71679750948e-18  3.82808262373e-18    -0.201326645858    0.0450752551732    0.0217661430029  7.57751639213e-11      1578232597.49              12812                308 
            3.09e-09  1.11263610006e-18  2.71686927536e-18  3.82950537542e-18    -0.202411452666    0.0450849816726    0.0217348835395  7.62014895628e-11      1578232597.56              12860                309 
             3.1e-09  1.11397373731e-18  2.71693744606e-18  3.83091118337e-18    -0.203486863537    0.0450432281516    0.0217037450895  7.56139595381e-11      1578232597.63              12908                310 
            3.11e-09  1.11529658625e-18  2.71700099438e-18  3.83229758063e-18    -0.204551158726    0.0449490349565    0.0216728360343  7.57660600925e-11      1578232597.68              12956                311 
            3.12e-09  1.11660309734e-18  2.71705902252e-18  3.83366211985e-18    -0.205602639308    0.0448015806438    0.0216422621435  7.64639462858e-11      1578232597.75              13006                312 
            3.13e-09  1.11789160566e-18  2.71711078885e-18  3.83500239451e-18    -0.206639639895    0.0446002029257    0.0216121244584  9.05036046106e-11      1578232597.81              13056                313 
            3.14e-09  1.11916032832e-18  2.71715573147e-18  3.83631605979e-18    -0.207660540699    0.0443444165351    0.0215825171318  7.58471063733e-11      1578232597.88              13114                314 
            3.15e-09  1.12040736472e-18  2.71719348762e-18  3.83760085234e-18    -0.208663778549     0.044033927454    0.0215535253278  7.57784945904e-11      1578232597.95              13156                315 
            3.16e-09  1.12163070003e-18  2.71722390793e-18  3.83885460796e-18    -0.209647856482    0.0436686431482    0.0215252233097  7.65465468788e-11      1578232598.01              13203                316 
            3.17e-09  1.12282821158e-18   2.7172470646e-18  3.84007527618e-18    -0.210611351509    0.0432486786814    0.0214976728461  7.31015248334e-11      1578232598.06              13251                317 
            3.18e-09  1.12399767788e-18   2.7172632537e-18  3.84126093157e-18     -0.21155292015    0.0427743588141    0.0214709220593  7.88447085398e-11      1578232598.12              13297                318 
            3.19e-09  1.12513678981e-18  2.71727299067e-18  3.84240978049e-18     -0.21247130137    0.0422462164134    0.0214450048073  8.19815326736e-11      1578232598.19              13357                319 
