#               time            E_Demag  E_UniformExchange            E_total                m_x                m_y                m_z            m_error          real_time          rhs_evals               step 
#                <s>                <J>                <J>                <J>                 <>                 <>                 <>                 <>                <s>                 <>                 <> 
            4.83e-09  1.11655544347e-18  2.71914649167e-18  3.83570193514e-18    -0.211872077592   0.00997284518137    0.0214220062109  3.06838776609e-10      1578232608.67              20215                483 
            4.84e-09  1.11609587474e-18  2.71915696862e-18  3.83525284335e-18    -0.211571693693   0.00961442316581    0.0214307264454  3.01647595791e-10      1578232608.79              20260                484 
            4.85e-09  1.11561973984e-18  2.71916401179e-18  3.83478375164e-18    -0.211254357208   0.00927691062646    0.0214400652598  3.00912628148e-10      1578232608.91              20299                485 
            4.86e-09  1.11512868495e-18  2.71916767568e-18  3.83429636063e-18    -0.210921263239   0.00896103221217    0.0214499783065  3.01005220749e-10      1578232608.98              20332                486 
            4.87e-09  1.11462438285e-18  2.71916803894e-18   3.8337924218e-18    -0.210573654573   0.00866741211539    0.0214604188187  2.97404323391e-10      1578232609.05              20359                487 
            4.88e-09  1.11410852427e-18  2.71916520271e-18  3.83327372698e-18    -0.210212814026   0.00839657277702      0.02147133803  2.95598656663e-10       1578232609.1              20386                488 
            4.89e-09  1.11358280944e-18  2.71915928844e-18  3.83274209788e-18    -0.209840056734   0.00814893444432    0.0214826856096  2.95681035212e-10      1578232609.17              20414                489 
             4.9e-09  1.11304894011e-18  2.71915043567e-18  3.83219937578e-18    -0.209456722511   0.00792481557539    0.0214944101053  2.93823410047e-10      1578232609.24              20441                490 
            4.91e-09    1.112508612e-18   2.7191387995e-18   3.8316474115e-18     -0.20906416835   0.00772443406895    0.0215064593856  2.91870971836e-10      1578232609.34              20468                491 
            4.92e-09  1.11196350783e-18  2.71912454795e-18  3.83108805578e-18    -0.208663761165   0.00754790928391    0.0215187810749  2.91651813811e-10       1578232609.4              20495                492 
            4.93e-09  1.11141529089e-18  2.71910785922e-18  3.83052315011e-18    -0.208256870813   0.00739526479935    0.0215313229745  2.90880652898e-10      1578232609.46              20522                493 
            4.94e-09  1.11086559917e-18  2.71908891895e-18  3.82995451812e-18     -0.20784486348   0.00726643185397     0.021544033463  2.89445800661e-10      1578232609.51              20549                494 
            4.95e-09  1.11031604008e-18  2.71906791747e-18  3.82938395755e-18    -0.207429095435   0.00716125339341    0.0215568618704   2.8901614435e-10      1578232609.56              20576                495 
            4.96e-09  1.10976818577e-18  2.71904504712e-18  3.82881323289e-18    -0.207010907206   0.00707948864549    0.0215697588214  2.88724599784e-10      1578232609.61              20603                496 
            4.97e-09  1.10922356891e-18  2.71902049971e-18  3.82824406862e-18    -0.206591618181    0.0070208181375    0.0215826765447  2.88039814222e-10      1578232609.67              20631                497 
            4.98e-09  1.10868367902e-18  2.71899446413e-18  3.82767814315e-18    -0.206172521644   0.00698484906593    0.0215955691438   2.8772095817e-10      1578232609.72              20658                498 
            4.99e-09  1.10814995921e-18  2.71896712416e-18  3.82711708337e-18    -0.205754880247   0.00697112092775    0.0216083928292  2.87626589213e-10      1578232609.78              20685                499 
               5e-09  1.10762380329e-18  2.71893865654e-18  3.82656245983e-18    -0.205339921906   0.00697911132337    0.0216211061095  2.87497803342e-10      1578232609.83              20712                500 
            5.01e-09  1.10710655329e-18  2.71890922932e-18  3.82601578261e-18    -0.204928836114    0.0070082418445    0.0216336699418  2.87480705907e-10      1578232609.88              20739                501 
            5.02e-09  1.10659949719e-18  2.71887900041e-18   3.8254784976e-18    -0.204522770661   0.00705788396537    0.0216460478426  2.87313950409e-10      1578232609.94              20766                502 
            5.03e-09  1.10610386694e-18  2.71884811658e-18  3.82495198352e-18    -0.204122828724   0.00712736486219    0.0216582059597  2.86996870713e-10      1578232609.99              20793                503 
            5.04e-09  1.10562083667e-18  2.71881671264e-18  3.82443754931e-18    -0.203730066338    0.0072159730936    0.0216701131076  2.82469603263e-10      1578232610.03              20828                504 
            5.05e-09  1.10515152106e-18    2.718784911e-18  3.82393643205e-18    -0.203345490196   0.00732296408412    0.0216817407692  3.02869063162e-10      1578232610.08              20870                505 
            5.06e-09  1.10469697384e-18  2.71875282142e-18  3.82344979526e-18    -0.202970055785   0.00744756536101    0.0216930630668   2.9961899628e-10      1578232610.14              20926                506 
            5.07e-09  1.10425818646e-18  2.71872054128e-18  3.82297872774e-18    -0.202604665827   0.00758898150565    0.0217040567056  2.99275937365e-10       1578232610.2              20980                507 
            5.08e-09  1.10383608679e-18  2.71868815584e-18  3.82252424264e-18    -0.202250169007     0.007746398789    0.0217147008936  3.01810798575e-10      1578232610.28              21034                508 
            5.09e-09  1.10343153805e-18  2.71865573884e-18  3.82208727689e-18    -0.201907358973   0.00791898947083    0.0217249772414  2.99118063651e-10      1578232610.34              21088                509 
             5.1e-09  1.10304533768e-18  2.71862335334e-18  3.82166869102e-18    -0.201576973596   0.00810591574967    0.0217348696463   2.9637914345e-10      1578232610.49              21142                510 
            5.11e-09  1.10267821649e-18   2.7185910527e-18  3.82126926919e-18    -0.201259694465   0.00830633335919    0.0217443641633  2.98870928006e-10      1578232610.57              21196                511 
            5.12e-09  1.10233083788e-18  2.71855888165e-18  3.82088971953e-18     -0.20095614662    0.0085193948136    0.0217534488681  2.97670776916e-10      1578232610.66              21252                512 
            5.13e-09  1.10200379715e-18  2.71852687751e-18  3.82053067466e-18    -0.200666898489   0.00874425230978    0.0217621137133  2.93714386146e-10      1578232610.73              21306                513 
            5.14e-09  1.10169762109e-18  2.71849507145e-18  3.82019269254e-18     -0.20039246204   0.00898006029928     0.021770350384  2.94487989549e-10      1578232610.81              21360                514 
            5.15e-09  1.10141276763e-18  2.71846348975e-18  3.81987625738e-18    -0.200133293117   0.00922597774743     0.021778152152  2.95151680874e-10      1578232610.87              21414                515 
            5.16e-09  1.10114962581e-18  2.71843215507e-18  3.81958178089e-18    -0.199889791963    0.0094811700994    0.0217855137341  2.90962365312e-10      1578232610.96              21468                516 
            5.17e-09  1.10090851588e-18  2.71840108773e-18  3.81930960361e-18    -0.199662303912   0.00974481097483    0.0217924311545  2.89771762141e-10      1578232611.02              21522                517 
            5.18e-09  1.10068968964e-18  2.71837030679e-18  3.81905999644e-18    -0.199451120245    0.0100160836147    0.0217989016147  2.90929280666e-10      1578232611.09              21576                518 
            5.19e-09   1.1004933311e-18   2.7183398312e-18   3.8188331623e-18    -0.199256479197    0.0102941821041    0.0218049233709  2.88050472363e-10      1578232611.15              21632                519 
             5.2e-09  1.10031955726e-18   2.7183096807e-18  3.81862923796e-18    -0.199078567103    0.0105783123941     0.021810495621  2.85263590527e-10      1578232611.22              21679                520 
            5.21e-09  1.10016841927e-18  2.71827987672e-18  3.81844829598e-18    -0.198917519673    0.0108676931463    0.0218156184014  2.85984791404e-10      1578232611.27              21721                521 
            5.22e-09  1.10003990374e-18  2.71825044302e-18  3.81829034676e-18    -0.198773423395    0.0111615564219    0.0218202924946  2.84551271434e-10      1578232611.33              21755                522 
            5.23e-09  1.09993393438e-18   2.7182214063e-18  3.81815534069e-18    -0.198646317035    0.0114591482367    0.0218245193471  2.81053402773e-10      1578232611.38              21782                523 
            5.24e-09   1.0998503738e-18   2.7181927966e-18   3.8180431704e-18    -0.198536193243    0.0117597290004    0.0218283009984  2.80719003598e-10      1578232611.45              21809                524 
            5.25e-09  1.09978902558e-18  2.71816464755e-18  3.81795367312e-18    -0.198443000243    0.0120625738588    0.0218316400203  2.80147016696e-10       1578232611.5              21837                525 
            5.26e-09  1.09974963652e-18   2.7181369965e-18  3.81788663302e-18    -0.198366643592     0.012366972956    0.0218345394663  2.77151634975e-10      1578232611.55              21864                526 
            5.27e-09  1.09973189913e-18  2.71810988455e-18  3.81784178368e-18    -0.198306988002    0.0126722316298    0.0218370028307  2.75576006459e-10      1578232611.61              21891                527 
            5.28e-09   1.0997354542e-18  2.71808335638e-18  3.81781881057e-18    -0.198263859221    0.0129776705544    0.0218390340164  2.75409028916e-10      1578232611.67              21918                528 
            5.29e-09  1.09975989356e-18     2.71805746e-18  3.81781735355e-18    -0.198237045934    0.0132826258427    0.0218406373115  2.73144618035e-10      1578232611.73              21945                529 
             5.3e-09  1.09980476298e-18  2.71803224642e-18  3.81783700939e-18    -0.198226301706    0.0135864491181    0.0218418173724   2.7089641641e-10      1578232611.79              21972                530 
            5.31e-09  1.09986956509e-18  2.71800776921e-18   3.8178773343e-18    -0.198231346927    0.0138885075657    0.0218425792144  2.70421685045e-10      1578232611.85              21999                531 
            5.32e-09  1.09995376242e-18  2.71798408398e-18   3.8179378464e-18    -0.198251870768    0.0141881839709    0.0218429282079  2.68950639537e-10      1578232611.91              22027                532 
            5.33e-09  1.10005678044e-18  2.71796124782e-18  3.81801802827e-18    -0.198287533124    0.0144848767532    0.0218428700786   2.6664204178e-10      1578232611.97              22054                533 
            5.34e-09  1.10017801063e-18  2.71793931868e-18  3.81811732931e-18    -0.198337966538    0.0147780000023    0.0218424109134  2.65635957675e-10      1578232612.02              22081                534 
            5.35e-09  1.10031681348e-18  2.71791835474e-18  3.81823516822e-18    -0.198402778104    0.0150669835219    0.0218415571678  2.64712030074e-10      1578232612.09              22108                535 
            5.36e-09  1.10047252157e-18  2.71789841374e-18  3.81837093531e-18    -0.198481551328    0.0153512728862    0.0218403156772  2.62656119077e-10      1578232612.17              22135                536 
            5.37e-09  1.10064444243e-18  2.71787955237e-18   3.8185239948e-18    -0.198573847948    0.0156303295162     0.021838693669  2.61278110258e-10      1578232612.25              22162                537 
            5.38e-09  1.10083186144e-18  2.71786182559e-18  3.81869368703e-18    -0.198679209701    0.0159036307772    0.0218366987765  2.61149768477e-10      1578232612.32              22192                538 
            5.39e-09  1.10103404459e-18  2.71784528603e-18  3.81887933062e-18    -0.198797160044    0.0161706701039    0.0218343390522  2.97469160415e-10      1578232612.39              22228                539 
             5.4e-09  1.10125024112e-18   2.7178299834e-18  3.81908022451e-18    -0.198927205799    0.0164309571554    0.0218316229819  2.19449791672e-10      1578232612.54              22280                540 
            5.41e-09  1.10147968603e-18  2.71781596397e-18     3.81929565e-18    -0.199068838749    0.0166840180035    0.0218285594975  2.21716200954e-10      1578232612.62              22332                541 
            5.42e-09  1.10172160248e-18   2.7178032701e-18  3.81952487258e-18    -0.199221537159     0.016929395357     0.021825157989   2.3104540503e-10      1578232612.83              22382                542 
            5.43e-09  1.10197520407e-18  2.71779193976e-18  3.81976714383e-18    -0.199384767232    0.0171666488247    0.0218214283142  2.14061879333e-10      1578232612.92              22434                543 
            5.44e-09  1.10223969686e-18  2.71778200614e-18    3.820021703e-18    -0.199557984492    0.0173953552171     0.021817380807  2.15265361092e-10      1578232613.02              22496                544 
            5.45e-09   1.1025142814e-18  2.71777349761e-18    3.820287779e-18    -0.199740635108    0.0176151088899    0.0218130262839  2.17155404769e-10      1578232613.09              22536                545 
            5.46e-09  1.10279815451e-18  2.71776643711e-18  3.82056459162e-18    -0.199932157136    0.0178255221292    0.0218083760462  2.12570627767e-10      1578232613.16              22584                546 
            5.47e-09  1.10309051092e-18  2.71776084222e-18  3.82085135314e-18    -0.200131981707    0.0180262255779    0.0218034418817   2.1412582818e-10      1578232613.23              22634                547 
            5.48e-09  1.10339054481e-18  2.71775672502e-18  3.82114726983e-18    -0.200339534144    0.0182168687021    0.0217982360618    2.179361136e-10       1578232613.3              22682                548 
            5.49e-09  1.10369745122e-18    2.717754092e-18  3.82145154322e-18    -0.200554235019    0.0183971202992    0.0217927713365  2.18924656181e-10      1578232613.38              22736                549 
             5.5e-09  1.10401042723e-18  2.71775294414e-18  3.82176337137e-18    -0.200775501154    0.0185666690408    0.0217870609258  2.19276818925e-10      1578232613.47              22786                550 
            5.51e-09  1.10432867318e-18  2.71775327714e-18  3.82208195032e-18    -0.201002746562    0.0187252240526    0.0217811185093  2.19401830037e-10      1578232613.54              22827                551 
            5.52e-09  1.10465139367e-18   2.7177550813e-18  3.82240647497e-18    -0.201235383345    0.0188725155238     0.021774958211  2.14072981564e-10      1578232613.61              22873                552 
            5.53e-09  1.10497779847e-18  2.71775834191e-18  3.82273614038e-18    -0.201472822538    0.0190082953452    0.0217685945828  2.25564233958e-10      1578232613.67              22919                553 
            5.54e-09  1.10530710342e-18  2.71776303931e-18  3.82307014273e-18    -0.201714474919    0.0191323377681    0.0217620425843  2.11581641096e-10      1578232613.77              22982                554 
            5.55e-09  1.10563853117e-18  2.71776914948e-18  3.82340768066e-18     -0.20195975177    0.0192444400815    0.0217553175606  2.11285655638e-10      1578232613.86              23015                555 
            5.56e-09  1.10597131191e-18  2.71777664403e-18  3.82374795594e-18    -0.202208065618     0.019344423299    0.0217484352174  2.12143858036e-10      1578232613.96              23056                556 
            5.57e-09  1.10630468404e-18  2.71778549065e-18  3.82409017469e-18    -0.202458830939    0.0194321328506    0.0217414115939  2.08098427379e-10      1578232614.02              23100                557 
            5.58e-09  1.10663789479e-18  2.71779565342e-18  3.82443354821e-18    -0.202711464839     0.019507439271    0.0217342630335   2.0788437638e-10      1578232614.09              23160                558 
            5.59e-09  1.10697020089e-18  2.71780709323e-18  3.82477729412e-18    -0.202965387718    0.0195702388783    0.0217270061535   2.0766210973e-10      1578232614.15              23200                559 
             5.6e-09   1.1073008691e-18  2.71781976806e-18  3.82512063716e-18     -0.20322002392    0.0196204544331    0.0217196578124  2.07109884798e-10      1578232614.21              23232                560 
            5.61e-09  1.10762917688e-18  2.71783363332e-18   3.8254628102e-18     -0.20347480237    0.0196580357721    0.0217122350766  2.07578620959e-10      1578232614.29              23274                561 
            5.62e-09  1.10795441298e-18  2.71784864217e-18  3.82580305516e-18    -0.203729157204    0.0196829604065     0.021704755186  2.07761141624e-10      1578232614.36              23322                562 
            5.63e-09  1.10827587809e-18  2.71786474584e-18  3.82614062393e-18    -0.203982528402    0.0196952340768    0.0216972355185  2.07609485159e-10      1578232614.42              23382                563 
            5.64e-09  1.10859288552e-18  2.71788189394e-18  3.82647477946e-18    -0.204234362417    0.0196948912558    0.0216896935545  2.07499351035e-10       1578232614.5              23421                564 
            5.65e-09  1.10890476192e-18  2.71790003466e-18  3.82680479658e-18    -0.204484112817    0.0196819955922    0.0216821468402  2.07455164158e-10      1578232614.56              23451                565 
            5.66e-09  1.10921084806e-18    2.717919115e-18  3.82712996305e-18    -0.204731240932    0.0196566402848    0.0216746129517  2.06415995407e-10      1578232614.62              23487                566 
            5.67e-09  1.10951049959e-18  2.71793908096e-18  3.82744958055e-18    -0.204975216519    0.0196189483808    0.0216671094581  2.15797157921e-10      1578232614.67              23525                567 
            5.68e-09  1.10980308798e-18  2.71795987768e-18  3.82776296566e-18    -0.205215518439    0.0195690729903     0.021659653885  2.00502503489e-10      1578232614.74              23583                568 
            5.69e-09  1.11008800142e-18  2.71798144955e-18  3.82806945098e-18    -0.205451635358    0.0195071974092     0.021652263678  2.00083727364e-10      1578232614.82              23641                569 
             5.7e-09  1.11036464582e-18  2.71800374033e-18  3.82836838615e-18    -0.205683066476    0.0194335351443     0.021644956166  2.00400585015e-10      1578232614.92              23682                570 
            5.71e-09  1.11063244582e-18  2.71802669311e-18  3.82865913894e-18     -0.20590932227    0.0193483298341    0.0216377485246  2.00062633127e-10      1578232614.99              23711                571 
            5.72e-09  1.11089084599e-18  2.71805025039e-18  3.82894109638e-18    -0.206129925281      0.01925185506    0.0216306577391  1.99384952992e-10      1578232615.05              23740                572 
            5.73e-09   1.1111393119e-18  2.71807435403e-18  3.82921366593e-18    -0.206344410918    0.0191444140422    0.0216237005677  2.04912309343e-10       1578232615.1              23775                573 
            5.74e-09  1.11137733138e-18  2.71809894524e-18  3.82947627662e-18    -0.206552328302     0.019026339217    0.0216168935039  2.10921502486e-10      1578232615.14              23817                574 
            5.75e-09  1.11160441577e-18  2.71812396446e-18  3.82972838023e-18    -0.206753241138    0.0188979916911    0.0216102527384  2.14948059352e-10      1578232615.22              23873                575 
            5.76e-09   1.1118201012e-18  2.71814935145e-18  3.82996945265e-18    -0.206946728621    0.0187597605702    0.0216037941205  2.13367323809e-10      1578232615.38              23929                576 
            5.77e-09  1.11202394992e-18  2.71817504506e-18  3.83019899498e-18    -0.207132386374     0.018612062161    0.0215975331182  2.10810036094e-10       1578232615.5              23983                577 
            5.78e-09  1.11221555163e-18  2.71820098327e-18   3.8304165349e-18    -0.207309827412    0.0184553390437    0.0215914847778   2.1195889488e-10      1578232615.58              24039                578 
            5.79e-09  1.11239452479e-18  2.71822710312e-18  3.83062162791e-18     -0.20747868314    0.0182900590168    0.0215856636817  2.12184270154e-10      1578232615.66              24093                579 
             5.8e-09  1.11256051798e-18  2.71825334066e-18  3.83081385864e-18    -0.207638604362    0.0181167139127    0.0215800839056  2.09906092508e-10      1578232615.73              24146                580 
            5.81e-09  1.11271321121e-18  2.71827963095e-18  3.83099284216e-18    -0.207789262324    0.0179358182876    0.0215747589738  2.09290584863e-10      1578232615.82              24186                581 
            5.82e-09  1.11285231716e-18   2.7183059081e-18  3.83115822526e-18    -0.207930349755     0.017747907988    0.0215697018136  2.09719797084e-10      1578232615.91              24213                582 
            5.83e-09  1.11297758245e-18  2.71833210528e-18  3.83130968773e-18     -0.20806158192    0.0175535385956    0.0215649247084   2.0841817161e-10      1578232615.99              24241                583 
            5.84e-09  1.11308878875e-18  2.71835815485e-18   3.8314469436e-18    -0.208182697672    0.0173532837577      0.02156043925  2.06977768258e-10      1578232616.12              24268                584 
            5.85e-09  1.11318575388e-18  2.71838398848e-18  3.83156974236e-18    -0.208293460487     0.017147733407    0.0215562562895  2.06843653316e-10      1578232616.22              24296                585 
            5.86e-09  1.11326833282e-18   2.7184095373e-18  3.83167787011e-18    -0.208393659476    0.0169374918778    0.0215523858886  2.06242356526e-10      1578232616.29              24323                586 
            5.87e-09  1.11333641856e-18  2.71843473212e-18  3.83177115068e-18     -0.20848311037    0.0167231759266    0.0215488372702  2.04894767819e-10      1578232616.37              24351                587 
            5.88e-09  1.11338994288e-18  2.71845950372e-18   3.8318494466e-18    -0.208561656452    0.0165054126648    0.0215456187698  2.04160688355e-10      1578232616.45              24379                588 
            5.89e-09  1.11342887697e-18  2.71848378307e-18  3.83191266004e-18    -0.208629169438    0.0162848374144    0.0215427377877  1.96957783416e-10      1578232616.51              24411                589 
             5.9e-09  1.11345323188e-18  2.71850750175e-18  3.83196073363e-18    -0.208685550282    0.0160620914958    0.0215402007432   2.2023471935e-10      1578232616.58              24451                590 
            5.91e-09  1.11346305889e-18  2.71853059219e-18  3.83199365107e-18    -0.208730729898    0.0158378199597    0.0215380130301  2.28655094858e-10      1578232616.64              24503                591 
            5.92e-09  1.11345844964e-18  2.71855298816e-18   3.8320114378e-18    -0.208764669797     0.015612669276    0.0215361789769  2.29402719043e-10      1578232616.71              24557                592 
            5.93e-09  1.11343953613e-18  2.71857462514e-18  3.83201416127e-18    -0.208787362599    0.0153872849914    0.0215347018087  2.34321895221e-10      1578232616.78              24611                593 
            5.94e-09  1.11340649048e-18  2.71859544074e-18  3.83200193121e-18     -0.20879883244    0.0151623093701    0.0215335836152  2.28616681142e-10      1578232616.86              24665                594 
            5.95e-09  1.11335952459e-18  2.71861537508e-18  3.83197489967e-18     -0.20879913524    0.0149383790317    0.0215328253226  2.25978125101e-10      1578232616.92              24719                595 
            5.96e-09  1.11329888958e-18  2.71863437128e-18  3.83193326086e-18    -0.208788358843    0.0147161226008    0.0215324266724  2.31252128557e-10         1578232617              24773                596 
            5.97e-09  1.11322487497e-18  2.71865237583e-18   3.8318772508e-18    -0.208766622992    0.0144961583832    0.0215323862051  2.28525864898e-10      1578232617.06              24827                597 
            5.98e-09   1.1131378078e-18  2.71866933899e-18  3.83180714679e-18    -0.208734079172    0.0142790920836    0.0215327012526  2.23923102283e-10      1578232617.13              24881                598 
            5.99e-09  1.11303805149e-18  2.71868521518e-18  3.83172326668e-18    -0.208690910278    0.0140655145803    0.0215333679366   2.2770141328e-10      1578232617.19              24935                599 
               6e-09  1.11292600453e-18   2.7186999633e-18  3.83162596782e-18     -0.20863733013    0.0138559997714    0.0215343811749  2.27630359007e-10      1578232617.25              24989                600 
            6.01e-09  1.11280209899e-18  2.71871354703e-18  3.83151564602e-18    -0.208573582829    0.0136511025063    0.0215357346966  2.22768914426e-10      1578232617.33              25043                601 
            6.02e-09  1.11266679897e-18   2.7187259351e-18  3.83139273407e-18    -0.208499941948    0.0134513566179    0.0215374210646  2.24465779297e-10       1578232617.4              25095                602 
            6.03e-09  1.11252059873e-18  2.71873710152e-18  3.83125770024e-18    -0.208416709567    0.0132572730682    0.0215394317057   2.2630208818e-10      1578232617.46              25149                603 
            6.04e-09  1.11236402083e-18  2.71874702571e-18  3.83111104654e-18    -0.208324215166    0.0130693382184    0.0215417569501  2.22019957974e-10      1578232617.53              25203                604 
            6.05e-09  1.11219761412e-18  2.71875569262e-18  3.83095330674e-18    -0.208222814359    0.0128880122365    0.0215443860772  2.21641149878e-10       1578232617.6              25257                605 
            6.06e-09  1.11202195156e-18  2.71876309279e-18  3.83078504435e-18    -0.208112887509    0.0127137276525    0.0215473073697  2.24339213872e-10      1578232617.67              25311                606 
            6.07e-09  1.11183762798e-18  2.71876922236e-18  3.83060685034e-18    -0.207994838206     0.012546888068    0.0215505081737  2.21707763259e-10      1578232617.73              25365                607 
            6.08e-09  1.11164525784e-18  2.71877408298e-18  3.83041934082e-18    -0.207869091638    0.0123878670298    0.0215539749662  2.19890772257e-10       1578232617.8              25419                608 
            6.09e-09  1.11144547282e-18  2.71877768173e-18  3.83022315455e-18    -0.207736092866    0.0122370070723    0.0215576934272  2.22081242285e-10      1578232617.89              25473                609 
             6.1e-09  1.11123891943e-18  2.71878003095e-18  3.83001895038e-18    -0.207596305001    0.0120946189323    0.0215616485166  2.21142881784e-10         1578232618              25527                610 
            6.11e-09  1.11102625657e-18  2.71878114803e-18   3.8298074046e-18     -0.20745020732    0.0119609809395    0.0215658245564  2.19019469228e-10       1578232618.2              25581                611 
            6.12e-09  1.11080815313e-18  2.71878105516e-18   3.8295892083e-18    -0.207298293319    0.0118363385833    0.0215702053144  2.20216289648e-10      1578232618.32              25635                612 
            6.13e-09  1.11058528552e-18  2.71877977906e-18  3.82936506457e-18    -0.207141068724    0.0117209042537    0.0215747740912  2.20327311951e-10      1578232618.39              25687                613 
            6.14e-09  1.11035833524e-18  2.71877735061e-18  3.82913568584e-18    -0.206979049475    0.0116148571555    0.0215795138085  2.18582485445e-10      1578232618.48              25741                614 
            6.15e-09  1.11012798656e-18  2.71877380454e-18  3.82890179111e-18     -0.20681275969    0.0115183433898    0.0215844070974  2.18913109862e-10      1578232618.58              25795                615 
            6.16e-09  1.10989492416e-18  2.71876917906e-18  3.82866410322e-18    -0.206642729638    0.0114314761984    0.0215894363866  2.19555928993e-10      1578232618.66              25849                616 
            6.17e-09  1.10965983079e-18  2.71876351545e-18  3.82842334624e-18    -0.206469493718    0.0113543363621    0.0215945839893  2.18476348124e-10      1578232618.74              25903                617 
            6.18e-09  1.10942338514e-18  2.71875685767e-18  3.82818024281e-18    -0.206293588465    0.0112869727464    0.0215998321882   2.1828183705e-10      1578232618.82              25957                618 
            6.19e-09  1.10918625966e-18  2.71874925194e-18   3.8279355116e-18     -0.20611555059    0.0112294029837    0.0216051633168  2.18817408637e-10       1578232618.9              26011                619 
             6.2e-09  1.10894911848e-18  2.71874074639e-18  3.82768986486e-18    -0.205935915074    0.0111816142811    0.0216105598386  2.18455031842e-10      1578232619.04              26065                620 
            6.21e-09  1.10871261544e-18  2.71873139063e-18  3.82744400607e-18    -0.205755213311    0.0111435643437    0.0216160044211  2.18268736418e-10      1578232619.13              26119                621 
            6.22e-09  1.10847739224e-18  2.71872123537e-18  3.82719862761e-18    -0.205573971318    0.0111151824007    0.0216214800057  2.18479900838e-10      1578232619.21              26173                622 
            6.23e-09   1.1082440766e-18   2.7187103321e-18   3.8269544087e-18    -0.205392708022    0.0110963703219     0.021626969872  2.18465912027e-10      1578232619.31              26227                623 
            6.24e-09   1.1080132806e-18  2.71869873271e-18  3.82671201332e-18     -0.20521193362    0.0110870038121     0.021632457698  2.18571383215e-10      1578232619.39              26281                624 
            6.25e-09  1.10778559909e-18  2.71868648919e-18  3.82647208828e-18    -0.205032148029    0.0110869336718    0.0216379276133  2.18501661209e-10      1578232619.47              26333                625 
            6.26e-09  1.10756160817e-18  2.71867365335e-18  3.82623526152e-18    -0.204853839417      0.01109598711    0.0216433642469  2.18293161325e-10      1578232619.54              26387                626 
            6.27e-09  1.10734186382e-18  2.71866027657e-18  3.82600214038e-18    -0.204677482836    0.0111139690989    0.0216487527703   2.1858514998e-10      1578232619.61              26441                627 
            6.28e-09  1.10712690063e-18  2.71864640955e-18  3.82577331018e-18    -0.204503538942    0.0111406637577     0.021654078933  2.18431939203e-10      1578232619.69              26495                628 
            6.29e-09  1.10691723062e-18  2.71863210217e-18  3.82554933279e-18    -0.204332452819    0.0111758357553    0.0216593290938  2.17786233492e-10      1578232619.76              26549                629 
             6.3e-09  1.10671334213e-18  2.71861740327e-18  3.82533074539e-18    -0.204164652891    0.0112192317201    0.0216644902456  2.18067119917e-10      1578232619.84              26603                630 
            6.31e-09  1.10651569887e-18  2.71860236057e-18  3.82511805944e-18    -0.204000549949      0.01127058165    0.0216695500355  2.18122186979e-10       1578232619.9              26657                631 
            6.32e-09  1.10632473907e-18  2.71858702054e-18  3.82491175961e-18    -0.203840536255    0.0113296003106    0.0216744967794  2.17143636405e-10      1578232619.97              26711                632 
            6.33e-09  1.10614087467e-18  2.71857142837e-18  3.82471230303e-18    -0.203684984767    0.0113959886164    0.0216793194722  2.17125428748e-10      1578232620.04              26765                633 
            6.34e-09  1.10596449067e-18  2.71855562788e-18  3.82452011855e-18     -0.20353424844     0.011469434987    0.0216840077934  2.17447615469e-10      1578232620.12              26819                634 
            6.35e-09  1.10579594457e-18  2.71853966154e-18  3.82433560612e-18    -0.203388659636    0.0115496166718    0.0216885521085  2.16394457908e-10      1578232620.21              26873                635 
            6.36e-09   1.1056355659e-18  2.71852357046e-18  3.82415913637e-18    -0.203248529621    0.0116362010396    0.0216929434675  2.15913509294e-10      1578232620.33              26922                636 
            6.37e-09  1.10548365583e-18  2.71850739442e-18  3.82399105025e-18    -0.203114148154    0.0117288468272    0.0216971735996  2.16434203892e-10      1578232620.41              26969                637 
            6.38e-09   1.1053404869e-18  2.71849117188e-18  3.82383165878e-18    -0.202985783162    0.0118272053446     0.021701234905  2.15553797034e-10      1578232620.53              27013                638 
            6.39e-09  1.10520630285e-18  2.71847494007e-18  3.82368124291e-18    -0.202863680508    0.0119309216345    0.0217051204446   2.1449664267e-10      1578232620.63              27058                639 
             6.4e-09  1.10508131852e-18  2.71845873501e-18  3.82354005353e-18    -0.202748063826    0.0120396355838    0.0217088239278  2.15023998607e-10      1578232620.75              27101                640 
            6.41e-09  1.10496571987e-18  2.71844259161e-18  3.82340831148e-18    -0.202639134451    0.0121529829851    0.0217123396983  2.14580131441e-10      1578232620.84              27141                641 
            6.42e-09  1.10485966405e-18  2.71842654371e-18  3.82328620776e-18    -0.202537071415    0.0122705965506    0.0217156627187  2.13156603479e-10      1578232620.93              27180                642 
            6.43e-09  1.10476327958e-18  2.71841062414e-18  3.82317390372e-18    -0.202442031514    0.0123921068748    0.0217187885544  2.13330020316e-10      1578232621.01              27215                643 
            6.44e-09  1.10467666662e-18  2.71839486482e-18  3.82307153143e-18    -0.202354149446    0.0125171433493    0.0217217133564   2.1332735578e-10      1578232621.08              27248                644 
            6.45e-09   1.1045998973e-18  2.71837929677e-18  3.82297919408e-18    -0.202273538013    0.0126453350299     0.021724433844  2.11875406109e-10      1578232621.14              27275                645 
            6.46e-09  1.10453301617e-18  2.71836395022e-18  3.82289696639e-18    -0.202200288382    0.0127763114569    0.0217269472872  2.11565875929e-10       1578232621.2              27302                646 
