#             steps          E_total_1          E_total_2          E_total_3          E_total_4          E_total_5          E_total_6          E_total_7          E_total_8 
#                <>                <J>                <J>                <J>                <J>                <J>                <J>                <J>                <J> 
              1460 -1.308109356292e-18 -1.305945726423e-18 -1.294989826629e-18 -1.255483805606e-18 -1.228315077677e-18 -1.273662999180e-18 -1.312647579814e-18 -1.327104000000e-18 
              1470 -1.308109356292e-18 -1.305952856115e-18 -1.295001796120e-18 -1.255490832153e-18 -1.228312743372e-18 -1.273650777345e-18 -1.312642451180e-18 -1.327104000000e-18 
              1480 -1.308109356292e-18 -1.305959683184e-18 -1.295013341570e-18 -1.255497265915e-18 -1.228310236470e-18 -1.273639292492e-18 -1.312637406762e-18 -1.327104000000e-18 
              1490 -1.308109356292e-18 -1.305966504117e-18 -1.295024841268e-18 -1.255503999133e-18 -1.228307992596e-18 -1.273627492298e-18 -1.312632477426e-18 -1.327104000000e-18 
              1500 -1.308109356292e-18 -1.305973071478e-18 -1.295036001495e-18 -1.255510156158e-18 -1.228305533190e-18 -1.273616381306e-18 -1.312627586082e-18 -1.327104000000e-18 
              1510 -1.308109356292e-18 -1.305979567808e-18 -1.295047027311e-18 -1.255516431140e-18 -1.228303254331e-18 -1.273605178965e-18 -1.312622810202e-18 -1.327104000000e-18 
              1520 -1.308109356292e-18 -1.305985897384e-18 -1.295057813744e-18 -1.255522434092e-18 -1.228300926109e-18 -1.273594323047e-18 -1.312618099869e-18 -1.327104000000e-18 
              1530 -1.308109356292e-18 -1.305992081215e-18 -1.295068383921e-18 -1.255528240743e-18 -1.228298590834e-18 -1.273583729958e-18 -1.312613462956e-18 -1.327104000000e-18 
              1540 -1.308109356292e-18 -1.305998065082e-18 -1.295078650719e-18 -1.255533763092e-18 -1.228296236821e-18 -1.273573529586e-18 -1.312608925936e-18 -1.327104000000e-18 
              1550 -1.308109356292e-18 -1.306004083771e-18 -1.295088953462e-18 -1.255539536411e-18 -1.228294053780e-18 -1.273563034253e-18 -1.312604440651e-18 -1.327104000000e-18 
              1560 -1.308109356292e-18 -1.306009847275e-18 -1.295098867049e-18 -1.255544914583e-18 -1.228291821718e-18 -1.273553085649e-18 -1.312600074255e-18 -1.327104000000e-18 
              1570 -1.308109356292e-18 -1.306015625248e-18 -1.295108800290e-18 -1.255550423275e-18 -1.228289678915e-18 -1.273542971956e-18 -1.312595734402e-18 -1.327104000000e-18 
              1580 -1.308109356292e-18 -1.306021203783e-18 -1.295118421445e-18 -1.255555670985e-18 -1.228287539203e-18 -1.273533239477e-18 -1.312591505981e-18 -1.327104000000e-18 
              1590 -1.308109356292e-18 -1.306026728756e-18 -1.295127958234e-18 -1.255560910621e-18 -1.228285449282e-18 -1.273523531046e-18 -1.312587326037e-18 -1.327104000000e-18 
              1600 -1.308109356292e-18 -1.306032131217e-18 -1.295137301943e-18 -1.255566020363e-18 -1.228283385685e-18 -1.273514020629e-18 -1.312583224212e-18 -1.327104000000e-18 
              1610 -1.308109356292e-18 -1.306037418166e-18 -1.295146463496e-18 -1.255571007456e-18 -1.228281346741e-18 -1.273504697337e-18 -1.312579196002e-18 -1.327104000000e-18 
              1620 -1.308109356292e-18 -1.306042651693e-18 -1.295155536503e-18 -1.255575998414e-18 -1.228279368723e-18 -1.273495391676e-18 -1.312575222085e-18 -1.327104000000e-18 
              1630 -1.308109356292e-18 -1.306047823519e-18 -1.295164487226e-18 -1.255581082246e-18 -1.228277540284e-18 -1.273486031652e-18 -1.312571348368e-18 -1.327104000000e-18 
              1640 -1.308109356292e-18 -1.306052763415e-18 -1.295173113859e-18 -1.255585609891e-18 -1.228275497705e-18 -1.273477363876e-18 -1.312567507316e-18 -1.327104000000e-18 
              1650 -1.308109356292e-18 -1.306057612062e-18 -1.295181583606e-18 -1.255590105607e-18 -1.228273531901e-18 -1.273468786071e-18 -1.312563750873e-18 -1.327104000000e-18 
              1660 -1.308109356292e-18 -1.306062462354e-18 -1.295190023811e-18 -1.255594833236e-18 -1.228271761727e-18 -1.273459973908e-18 -1.312560079443e-18 -1.327104000000e-18 
              1670 -1.308109356292e-18 -1.306067177994e-18 -1.295198254127e-18 -1.255599365633e-18 -1.228269978039e-18 -1.273451442457e-18 -1.312556476929e-18 -1.327104000000e-18 
              1680 -1.308109356292e-18 -1.306071770511e-18 -1.295206304285e-18 -1.255603659357e-18 -1.228268129120e-18 -1.273443222063e-18 -1.312552912921e-18 -1.327104000000e-18 
              1690 -1.308109356292e-18 -1.306076252069e-18 -1.295214186209e-18 -1.255607769417e-18 -1.228266249025e-18 -1.273435253140e-18 -1.312549396209e-18 -1.327104000000e-18 
              1700 -1.308109356292e-18 -1.306080587274e-18 -1.295221836900e-18 -1.255611662402e-18 -1.228264352349e-18 -1.273427601249e-18 -1.312545954703e-18 -1.327104000000e-18 
              1710 -1.308109356292e-18 -1.306084960552e-18 -1.295229517820e-18 -1.255615831580e-18 -1.228262646548e-18 -1.273419645370e-18 -1.312542575319e-18 -1.327104000000e-18 
              1720 -1.308109356292e-18 -1.306089236124e-18 -1.295237034645e-18 -1.255619919296e-18 -1.228260984105e-18 -1.273411839480e-18 -1.312539270386e-18 -1.327104000000e-18 
              1730 -1.308109356292e-18 -1.306093331104e-18 -1.295244284223e-18 -1.255623621743e-18 -1.228259200656e-18 -1.273404539710e-18 -1.312536013308e-18 -1.327104000000e-18 
              1740 -1.308109356292e-18 -1.306097376642e-18 -1.295251436667e-18 -1.255627373722e-18 -1.228257517205e-18 -1.273397227853e-18 -1.312532828669e-18 -1.327104000000e-18 
              1750 -1.308109356292e-18 -1.306101386496e-18 -1.295258525316e-18 -1.255631140085e-18 -1.228255886123e-18 -1.273389922972e-18 -1.312529686340e-18 -1.327104000000e-18 
              1760 -1.308109356292e-18 -1.306105312326e-18 -1.295265474679e-18 -1.255634822093e-18 -1.228254280527e-18 -1.273382762217e-18 -1.312526602767e-18 -1.327104000000e-18 
              1770 -1.308109356292e-18 -1.306109151739e-18 -1.295272281405e-18 -1.255638410065e-18 -1.228252695217e-18 -1.273375757660e-18 -1.312523577124e-18 -1.327104000000e-18 
              1780 -1.308109356292e-18 -1.306112952212e-18 -1.295279015919e-18 -1.255642017620e-18 -1.228251171560e-18 -1.273368761018e-18 -1.312520600355e-18 -1.327104000000e-18 
              1790 -1.308109356292e-18 -1.306116622552e-18 -1.295285543169e-18 -1.255645418018e-18 -1.228249623600e-18 -1.273362067728e-18 -1.312517687260e-18 -1.327104000000e-18 
              1800 -1.308109356292e-18 -1.306120289893e-18 -1.295292044920e-18 -1.255648956758e-18 -1.228248197489e-18 -1.273355241165e-18 -1.312514829665e-18 -1.327104000000e-18 
              1810 -1.308109356292e-18 -1.306123812930e-18 -1.295298329910e-18 -1.255652188030e-18 -1.228246677422e-18 -1.273348824620e-18 -1.312512012239e-18 -1.327104000000e-18 
              1820 -1.308109356292e-18 -1.306127340722e-18 -1.295304582698e-18 -1.255655668624e-18 -1.228245367156e-18 -1.273342168168e-18 -1.312509286634e-18 -1.327104000000e-18 
              1830 -1.308109356292e-18 -1.306130765148e-18 -1.295310674030e-18 -1.255658966716e-18 -1.228244022399e-18 -1.273335769977e-18 -1.312506604503e-18 -1.327104000000e-18 
              1840 -1.308109356292e-18 -1.306134097994e-18 -1.295316633114e-18 -1.255662047985e-18 -1.228242598964e-18 -1.273329650213e-18 -1.312503938373e-18 -1.327104000000e-18 
              1850 -1.308109356292e-18 -1.306137351671e-18 -1.295322469059e-18 -1.255664989324e-18 -1.228241149140e-18 -1.273323727870e-18 -1.312501305177e-18 -1.327104000000e-18 
              1860 -1.308109356292e-18 -1.306140569412e-18 -1.295328214500e-18 -1.255668061819e-18 -1.228239856749e-18 -1.273317715500e-18 -1.312498764328e-18 -1.327104000000e-18 
              1870 -1.308109356292e-18 -1.306143669980e-18 -1.295333802074e-18 -1.255670781734e-18 -1.228238399596e-18 -1.273312132167e-18 -1.312496215260e-18 -1.327104000000e-18 
              1880 -1.308109356292e-18 -1.306146772478e-18 -1.295339349671e-18 -1.255673755511e-18 -1.228237160642e-18 -1.273306311024e-18 -1.312493764092e-18 -1.327104000000e-18 
              1890 -1.308109356292e-18 -1.306149739658e-18 -1.295344702215e-18 -1.255676379630e-18 -1.228235782516e-18 -1.273300936092e-18 -1.312491327783e-18 -1.327104000000e-18 
              1900 -1.308109356292e-18 -1.306152675496e-18 -1.295349981742e-18 -1.255679085221e-18 -1.228234513472e-18 -1.273295513698e-18 -1.312488958950e-18 -1.327104000000e-18 
              1910 -1.308109356292e-18 -1.306155586032e-18 -1.295355210804e-18 -1.255681816279e-18 -1.228233297242e-18 -1.273290088574e-18 -1.312486627800e-18 -1.327104000000e-18 
              1920 -1.308109356292e-18 -1.306158447399e-18 -1.295360351906e-18 -1.255684521546e-18 -1.228232118757e-18 -1.273284731705e-18 -1.312484341845e-18 -1.327104000000e-18 
              1930 -1.308109356292e-18 -1.306161211792e-18 -1.295365335258e-18 -1.255687070105e-18 -1.228230923101e-18 -1.273279610512e-18 -1.312482104664e-18 -1.327104000000e-18 
              1940 -1.308109356292e-18 -1.306163966333e-18 -1.295370289071e-18 -1.255689691540e-18 -1.228229803003e-18 -1.273274429427e-18 -1.312479906519e-18 -1.327104000000e-18 
              1950 -1.308109356292e-18 -1.306166627243e-18 -1.295375092689e-18 -1.255692148200e-18 -1.228228654939e-18 -1.273269488859e-18 -1.312477750275e-18 -1.327104000000e-18 
              1960 -1.308109356292e-18 -1.306169288434e-18 -1.295379871792e-18 -1.255694754988e-18 -1.228227637550e-18 -1.273264409159e-18 -1.312475652629e-18 -1.327104000000e-18 
              1970 -1.308109356292e-18 -1.306171836805e-18 -1.295384487620e-18 -1.255697063419e-18 -1.228226499806e-18 -1.273259711068e-18 -1.312473565748e-18 -1.327104000000e-18 
              1980 -1.308109356292e-18 -1.306174392599e-18 -1.295389070424e-18 -1.255699639216e-18 -1.228225586335e-18 -1.273254761546e-18 -1.312471576786e-18 -1.327104000000e-18 
              1990 -1.308109356292e-18 -1.306176835290e-18 -1.295393509713e-18 -1.255701807104e-18 -1.228224457755e-18 -1.273250293604e-18 -1.312469554799e-18 -1.327104000000e-18 
              2000 -1.308109356292e-18 -1.306179279549e-18 -1.295397896284e-18 -1.255704283322e-18 -1.228223596563e-18 -1.273245544017e-18 -1.312467654506e-18 -1.327104000000e-18 
              2010 -1.308109356292e-18 -1.306181633059e-18 -1.295402175126e-18 -1.255706393931e-18 -1.228222529852e-18 -1.273241215670e-18 -1.312465712116e-18 -1.327104000000e-18 
              2020 -1.308109356292e-18 -1.306183959135e-18 -1.295406376408e-18 -1.255708639511e-18 -1.228221615536e-18 -1.273236792467e-18 -1.312463855699e-18 -1.327104000000e-18 
              2030 -1.308109356292e-18 -1.306186194492e-18 -1.295410467044e-18 -1.255710532139e-18 -1.228220507027e-18 -1.273232779791e-18 -1.312461962599e-18 -1.327104000000e-18 
              2040 -1.308109356292e-18 -1.306188437175e-18 -1.295414518642e-18 -1.255712719255e-18 -1.228219647080e-18 -1.273228493217e-18 -1.312460179042e-18 -1.327104000000e-18 
              2050 -1.308109356292e-18 -1.306190576246e-18 -1.295418430451e-18 -1.255714569163e-18 -1.228218622768e-18 -1.273224616921e-18 -1.312458380810e-18 -1.327104000000e-18 
              2060 -1.308109356292e-18 -1.306192729140e-18 -1.295422328129e-18 -1.255716649970e-18 -1.228217783850e-18 -1.273220517866e-18 -1.312456658698e-18 -1.327104000000e-18 
              2070 -1.308109356292e-18 -1.306194787635e-18 -1.295426085257e-18 -1.255718491694e-18 -1.228216854761e-18 -1.273216731687e-18 -1.312454951012e-18 -1.327104000000e-18 
              2080 -1.308109356292e-18 -1.306196847546e-18 -1.295429824661e-18 -1.255720452454e-18 -1.228216029210e-18 -1.273212836885e-18 -1.312453288948e-18 -1.327104000000e-18 
              2090 -1.308109356292e-18 -1.306198837378e-18 -1.295433450149e-18 -1.255722287289e-18 -1.228215182134e-18 -1.273209128352e-18 -1.312451658446e-18 -1.327104000000e-18 
              2100 -1.308109356292e-18 -1.306200821638e-18 -1.295437050900e-18 -1.255724203984e-18 -1.228214415050e-18 -1.273205352432e-18 -1.312450066929e-18 -1.327104000000e-18 
              2110 -1.308109356292e-18 -1.306202732809e-18 -1.295440536824e-18 -1.255725966195e-18 -1.228213605424e-18 -1.273201791974e-18 -1.312448499157e-18 -1.327104000000e-18 
              2120 -1.308109356292e-18 -1.306204612790e-18 -1.295443962224e-18 -1.255727728051e-18 -1.228212835892e-18 -1.273198265086e-18 -1.312446967737e-18 -1.327104000000e-18 
              2130 -1.308109356292e-18 -1.306206470108e-18 -1.295447337672e-18 -1.255729523325e-18 -1.228212125436e-18 -1.273194732784e-18 -1.312445476241e-18 -1.327104000000e-18 
              2140 -1.308109356292e-18 -1.306208305350e-18 -1.295450647470e-18 -1.255731440481e-18 -1.228211550230e-18 -1.273191114959e-18 -1.312444059927e-18 -1.327104000000e-18 
              2150 -1.308109356292e-18 -1.306210056739e-18 -1.295453861714e-18 -1.255732985115e-18 -1.228210756428e-18 -1.273187920786e-18 -1.312442592064e-18 -1.327104000000e-18 
              2160 -1.308109356292e-18 -1.306211809303e-18 -1.295457019462e-18 -1.255734847622e-18 -1.228210239737e-18 -1.273184440966e-18 -1.312441251253e-18 -1.327104000000e-18 
              2170 -1.308109356292e-18 -1.306213490015e-18 -1.295460109310e-18 -1.255736316923e-18 -1.228209471944e-18 -1.273181391314e-18 -1.312439836303e-18 -1.327104000000e-18 
              2180 -1.308109356292e-18 -1.306215153292e-18 -1.295463131574e-18 -1.255737965329e-18 -1.228208883544e-18 -1.273178200479e-18 -1.312438514441e-18 -1.327104000000e-18 
              2190 -1.308109356292e-18 -1.306216770113e-18 -1.295466090177e-18 -1.255739465126e-18 -1.228208225477e-18 -1.273175193608e-18 -1.312437187452e-18 -1.327104000000e-18 
              2200 -1.308109356292e-18 -1.306218346638e-18 -1.295468985747e-18 -1.255740877470e-18 -1.228207543346e-18 -1.273172309382e-18 -1.312435872849e-18 -1.327104000000e-18 
              2210 -1.308109356292e-18 -1.306219868496e-18 -1.295471799014e-18 -1.255742151309e-18 -1.228206810237e-18 -1.273169608546e-18 -1.312434567174e-18 -1.327104000000e-18 
              2220 -1.308109356292e-18 -1.306221399982e-18 -1.295474588055e-18 -1.255743660728e-18 -1.228206272892e-18 -1.273166688579e-18 -1.312433345279e-18 -1.327104000000e-18 
              2230 -1.308109356292e-18 -1.306222861818e-18 -1.295477278568e-18 -1.255744957635e-18 -1.228205638451e-18 -1.273164034111e-18 -1.312432120323e-18 -1.327104000000e-18 
              2240 -1.308109356292e-18 -1.306224326370e-18 -1.295479951491e-18 -1.255746381479e-18 -1.228205114056e-18 -1.273161265767e-18 -1.312430943405e-18 -1.327104000000e-18 
              2250 -1.308109356292e-18 -1.306225736590e-18 -1.295482538453e-18 -1.255747687902e-18 -1.228204556498e-18 -1.273158661767e-18 -1.312429783759e-18 -1.327104000000e-18 
              2260 -1.308109356292e-18 -1.306227131028e-18 -1.295485088123e-18 -1.255749028552e-18 -1.228204050947e-18 -1.273156046444e-18 -1.312428656764e-18 -1.327104000000e-18 
              2270 -1.308109356292e-18 -1.306228491370e-18 -1.295487577789e-18 -1.255750328717e-18 -1.228203554617e-18 -1.273153505784e-18 -1.312427554089e-18 -1.327104000000e-18 
              2280 -1.308109356292e-18 -1.306229819375e-18 -1.295490010538e-18 -1.255751590321e-18 -1.228203067053e-18 -1.273151036256e-18 -1.312426474442e-18 -1.327104000000e-18 
              2290 -1.308109356292e-18 -1.306231131575e-18 -1.295492403761e-18 -1.255752897074e-18 -1.228202641087e-18 -1.273148546015e-18 -1.312425432001e-18 -1.327104000000e-18 
              2300 -1.308109356292e-18 -1.306232427264e-18 -1.295494737796e-18 -1.255754345207e-18 -1.228202360906e-18 -1.273145949186e-18 -1.312424466685e-18 -1.327104000000e-18 
              2310 -1.308109356292e-18 -1.306233656573e-18 -1.295497014059e-18 -1.255755396076e-18 -1.228201819301e-18 -1.273143780785e-18 -1.312423419771e-18 -1.327104000000e-18 
              2320 -1.308109356292e-18 -1.306234860590e-18 -1.295499233466e-18 -1.255756481789e-18 -1.228201341545e-18 -1.273141610489e-18 -1.312422417347e-18 -1.327104000000e-18 
              2330 -1.308109356292e-18 -1.306236064940e-18 -1.295501409517e-18 -1.255757803868e-18 -1.228201071861e-18 -1.273139231509e-18 -1.312421510470e-18 -1.327104000000e-18 
              2340 -1.308109356292e-18 -1.306237231261e-18 -1.295503528633e-18 -1.255759025161e-18 -1.228200763685e-18 -1.273136985621e-18 -1.312420608379e-18 -1.327104000000e-18 
              2350 -1.308109356292e-18 -1.306238361637e-18 -1.295505604898e-18 -1.255760092999e-18 -1.228200368951e-18 -1.273134918172e-18 -1.312419687228e-18 -1.327104000000e-18 
              2360 -1.308109356292e-18 -1.306239459780e-18 -1.295507636843e-18 -1.255761054366e-18 -1.228199923892e-18 -1.273132983120e-18 -1.312418761664e-18 -1.327104000000e-18 
              2370 -1.308109356292e-18 -1.306240517106e-18 -1.295509608797e-18 -1.255761900345e-18 -1.228199430653e-18 -1.273131196741e-18 -1.312417838361e-18 -1.327104000000e-18 
              2380 -1.308109356292e-18 -1.306241583493e-18 -1.295511551510e-18 -1.255763000368e-18 -1.228199150768e-18 -1.273129177762e-18 -1.312417007431e-18 -1.327104000000e-18 
              2390 -1.308109356292e-18 -1.306242622224e-18 -1.295513441322e-18 -1.255764087657e-18 -1.228198896194e-18 -1.273127202322e-18 -1.312416204674e-18 -1.327104000000e-18 
              2400 -1.308109356292e-18 -1.306243609894e-18 -1.295515278120e-18 -1.255764912461e-18 -1.228198477914e-18 -1.273125517837e-18 -1.312415356845e-18 -1.327104000000e-18 
              2410 -1.308109356292e-18 -1.306244583072e-18 -1.295517069916e-18 -1.255765822820e-18 -1.228198154516e-18 -1.273123775472e-18 -1.312414561314e-18 -1.327104000000e-18 
              2420 -1.308109356292e-18 -1.306245544237e-18 -1.295518830330e-18 -1.255766772975e-18 -1.228197883720e-18 -1.273122014244e-18 -1.312413796576e-18 -1.327104000000e-18 
              2430 -1.308109356292e-18 -1.306246480947e-18 -1.295520546694e-18 -1.255767696957e-18 -1.228197622715e-18 -1.273120305493e-18 -1.312413050786e-18 -1.327104000000e-18 
              2440 -1.308109356292e-18 -1.306247392565e-18 -1.295522219225e-18 -1.255768586499e-18 -1.228197365013e-18 -1.273118657147e-18 -1.312412321367e-18 -1.327104000000e-18 
              2450 -1.308109356292e-18 -1.306248291405e-18 -1.295523857434e-18 -1.255769522975e-18 -1.228197166977e-18 -1.273116984479e-18 -1.312411626595e-18 -1.327104000000e-18 
              2460 -1.308109356292e-18 -1.306249153802e-18 -1.295525444665e-18 -1.255770341044e-18 -1.228196912369e-18 -1.273115458314e-18 -1.312410927743e-18 -1.327104000000e-18 
              2470 -1.308109356292e-18 -1.306250013147e-18 -1.295526999309e-18 -1.255771300759e-18 -1.228196788273e-18 -1.273113813544e-18 -1.312410290337e-18 -1.327104000000e-18 
              2480 -1.308109356292e-18 -1.306250831578e-18 -1.295528511235e-18 -1.255772050008e-18 -1.228196532930e-18 -1.273112402150e-18 -1.312409616886e-18 -1.327104000000e-18 
              2490 -1.308109356292e-18 -1.306251650276e-18 -1.295529977081e-18 -1.255773047924e-18 -1.228196496744e-18 -1.273110772737e-18 -1.312409044314e-18 -1.327104000000e-18 
              2500 -1.308109356292e-18 -1.306252439055e-18 -1.295531403990e-18 -1.255773932875e-18 -1.228196401079e-18 -1.273109278660e-18 -1.312408462102e-18 -1.327104000000e-18 
              2510 -1.308109356292e-18 -1.306253200063e-18 -1.295532804445e-18 -1.255774661477e-18 -1.228196206047e-18 -1.273107956989e-18 -1.312407850090e-18 -1.327104000000e-18 
              2520 -1.308109356292e-18 -1.306253937273e-18 -1.295534173397e-18 -1.255775302944e-18 -1.228195966864e-18 -1.273106741591e-18 -1.312407231609e-18 -1.327104000000e-18 
              2530 -1.308109356292e-18 -1.306254664131e-18 -1.295535491969e-18 -1.255776101683e-18 -1.228195879540e-18 -1.273105400091e-18 -1.312406689664e-18 -1.327104000000e-18 
              2540 -1.308109356292e-18 -1.306255356015e-18 -1.295536791975e-18 -1.255776624415e-18 -1.228195597135e-18 -1.273104344779e-18 -1.312406078030e-18 -1.327104000000e-18 
              2550 -1.308109356292e-18 -1.306256047419e-18 -1.295538043213e-18 -1.255777401684e-18 -1.228195539788e-18 -1.273103067142e-18 -1.312405570598e-18 -1.327104000000e-18 
              2560 -1.308109356292e-18 -1.306256700404e-18 -1.295539265857e-18 -1.255777918976e-18 -1.228195304461e-18 -1.273102063674e-18 -1.312405004059e-18 -1.327104000000e-18 
              2570 -1.308109356292e-18 -1.306257343365e-18 -1.295540448915e-18 -1.255778539450e-18 -1.228195173822e-18 -1.273100982518e-18 -1.312404491761e-18 -1.327104000000e-18 
              2580 -1.308109356292e-18 -1.306257976563e-18 -1.295541604456e-18 -1.255779201682e-18 -1.228195094845e-18 -1.273099879110e-18 -1.312404008528e-18 -1.327104000000e-18 
              2590 -1.308109356292e-18 -1.306258594297e-18 -1.295542727531e-18 -1.255779870753e-18 -1.228195043376e-18 -1.273098789699e-18 -1.312403546994e-18 -1.327104000000e-18 
              2600 -1.308109356292e-18 -1.306259185027e-18 -1.295543813315e-18 -1.255780448255e-18 -1.228194946355e-18 -1.273097812162e-18 -1.312403080978e-18 -1.327104000000e-18 
              2610 -1.308109356292e-18 -1.306259769793e-18 -1.295544872325e-18 -1.255781104262e-18 -1.228194928737e-18 -1.273096776304e-18 -1.312402654425e-18 -1.327104000000e-18 
              2620 -1.308109356292e-18 -1.306260328331e-18 -1.295545897565e-18 -1.255781658076e-18 -1.228194855358e-18 -1.273095860903e-18 -1.312402218153e-18 -1.327104000000e-18 
              2630 -1.308109356292e-18 -1.306260884033e-18 -1.295546888996e-18 -1.255782361408e-18 -1.228194919357e-18 -1.273094820758e-18 -1.312401846410e-18 -1.327104000000e-18 
              2640 -1.308109356292e-18 -1.306261407935e-18 -1.295547858264e-18 -1.255782840748e-18 -1.228194828088e-18 -1.273094014977e-18 -1.312401422203e-18 -1.327104000000e-18 
              2650 -1.308109356292e-18 -1.306261932195e-18 -1.295548778765e-18 -1.255783583462e-18 -1.228194968876e-18 -1.273092979155e-18 -1.312401104847e-18 -1.327104000000e-18 
              2660 -1.308109356292e-18 -1.306262423209e-18 -1.295549695027e-18 -1.255783991119e-18 -1.228194860019e-18 -1.273092278726e-18 -1.312400691746e-18 -1.327104000000e-18 
              2670 -1.308109356292e-18 -1.306262914101e-18 -1.295550552939e-18 -1.255784707911e-18 -1.228195022930e-18 -1.273091307199e-18 -1.312400404594e-18 -1.327104000000e-18 
              2680 -1.308109356292e-18 -1.306263376931e-18 -1.295551412027e-18 -1.255785116445e-18 -1.228194953947e-18 -1.273090642739e-18 -1.312400026412e-18 -1.327104000000e-18 
              2690 -1.308109356292e-18 -1.306263831526e-18 -1.295552225492e-18 -1.255785679062e-18 -1.228195031157e-18 -1.273089853028e-18 -1.312399720962e-18 -1.327104000000e-18 
              2700 -1.308109356292e-18 -1.306264258686e-18 -1.295553038926e-18 -1.255785946480e-18 -1.228194886598e-18 -1.273089357438e-18 -1.312399328992e-18 -1.327104000000e-18 
              2710 -1.308109356292e-18 -1.306264686454e-18 -1.295553798956e-18 -1.255786504434e-18 -1.228194997225e-18 -1.273088607329e-18 -1.312399054593e-18 -1.327104000000e-18 
              2720 -1.308109356292e-18 -1.306265085150e-18 -1.295554550805e-18 -1.255786792885e-18 -1.228194909024e-18 -1.273088128305e-18 -1.312398705939e-18 -1.327104000000e-18 
              2730 -1.308109356292e-18 -1.306265484445e-18 -1.295555262304e-18 -1.255787302266e-18 -1.228195016521e-18 -1.273087458190e-18 -1.312398446727e-18 -1.327104000000e-18 
              2740 -1.308109356292e-18 -1.306265858272e-18 -1.295555955397e-18 -1.255787635270e-18 -1.228195001311e-18 -1.273086971827e-18 -1.312398146666e-18 -1.327104000000e-18 
              2750 -1.308109356292e-18 -1.306266228662e-18 -1.295556619628e-18 -1.255788084554e-18 -1.228195095698e-18 -1.273086391814e-18 -1.312397898444e-18 -1.327104000000e-18 
              2760 -1.308109356292e-18 -1.306266579830e-18 -1.295557259845e-18 -1.255788454517e-18 -1.228195144893e-18 -1.273085903593e-18 -1.312397641308e-18 -1.327104000000e-18 
              2770 -1.308109356292e-18 -1.306266925692e-18 -1.295557873567e-18 -1.255788908048e-18 -1.228195277309e-18 -1.273085352614e-18 -1.312397424970e-18 -1.327104000000e-18 
              2780 -1.308109356292e-18 -1.306267251674e-18 -1.295558466916e-18 -1.255789255616e-18 -1.228195341856e-18 -1.273084917335e-18 -1.312397189672e-18 -1.327104000000e-18 
              2790 -1.308109356292e-18 -1.306267567058e-18 -1.295559035143e-18 -1.255789622458e-18 -1.228195438454e-18 -1.273084479774e-18 -1.312396975287e-18 -1.327104000000e-18 
              2800 -1.308109356292e-18 -1.306267873686e-18 -1.295559576750e-18 -1.255790036418e-18 -1.228195589586e-18 -1.273084013986e-18 -1.312396790944e-18 -1.327104000000e-18 
              2810 -1.308109356292e-18 -1.306268173096e-18 -1.295560078043e-18 -1.255790586943e-18 -1.228195870471e-18 -1.273083437869e-18 -1.312396671014e-18 -1.327104000000e-18 
              2820 -1.308109356292e-18 -1.306268448084e-18 -1.295560589781e-18 -1.255790818356e-18 -1.228195903829e-18 -1.273083171996e-18 -1.312396451134e-18 -1.327104000000e-18 
              2830 -1.308109356292e-18 -1.306268722681e-18 -1.295561040921e-18 -1.255791367954e-18 -1.228196217019e-18 -1.273082627813e-18 -1.312396361174e-18 -1.327104000000e-18 
              2840 -1.308109356292e-18 -1.306268974611e-18 -1.295561511654e-18 -1.255791568529e-18 -1.228196255593e-18 -1.273082420040e-18 -1.312396157133e-18 -1.327104000000e-18 
              2850 -1.308109356292e-18 -1.306269221271e-18 -1.295561935740e-18 -1.255791960397e-18 -1.228196468776e-18 -1.273082050804e-18 -1.312396037313e-18 -1.327104000000e-18 
              2860 -1.308109356292e-18 -1.306269453229e-18 -1.295562352459e-18 -1.255792232666e-18 -1.228196597398e-18 -1.273081805985e-18 -1.312395886921e-18 -1.327104000000e-18 
              2870 -1.308109356292e-18 -1.306269672507e-18 -1.295562755095e-18 -1.255792442893e-18 -1.228196689036e-18 -1.273081632263e-18 -1.312395726876e-18 -1.327104000000e-18 
              2880 -1.308109356292e-18 -1.306269876672e-18 -1.295563146366e-18 -1.255792550448e-18 -1.228196709867e-18 -1.273081566295e-18 -1.312395543465e-18 -1.327104000000e-18 
              2890 -1.308109356292e-18 -1.306270079969e-18 -1.295563493032e-18 -1.255792885683e-18 -1.228196934178e-18 -1.273081305564e-18 -1.312395454009e-18 -1.327104000000e-18 
              2900 -1.308109356292e-18 -1.306270265404e-18 -1.295563834686e-18 -1.255793054857e-18 -1.228197034444e-18 -1.273081209794e-18 -1.312395318627e-18 -1.327104000000e-18 
              2910 -1.308109356292e-18 -1.306270447153e-18 -1.295564145779e-18 -1.255793346489e-18 -1.228197250356e-18 -1.273081016105e-18 -1.312395237933e-18 -1.327104000000e-18 
              2920 -1.308109356292e-18 -1.306270614792e-18 -1.295564443506e-18 -1.255793556990e-18 -1.228197412251e-18 -1.273080908999e-18 -1.312395141323e-18 -1.327104000000e-18 
              2930 -1.308109356292e-18 -1.306270775131e-18 -1.295564718339e-18 -1.255793810198e-18 -1.228197623232e-18 -1.273080776417e-18 -1.312395071230e-18 -1.327104000000e-18 
              2940 -1.308109356292e-18 -1.306270925057e-18 -1.295564975556e-18 -1.255794044661e-18 -1.228197831752e-18 -1.273080673639e-18 -1.312395006268e-18 -1.327104000000e-18 
