#               step          distance_1          distance_2          distance_3          distance_4          distance_5          distance_6          distance_7 
#                                                                                                                                                                
              1185 +6.614320584714e+00 +6.615167101223e+00 +6.619772892795e+00 +6.624668402981e+00 +6.626185444729e+00 +6.624442247924e+00 +6.621572476860e+00 
              1186 +6.614328268025e+00 +6.615178556468e+00 +6.619775753790e+00 +6.624661411330e+00 +6.626179772783e+00 +6.624445941014e+00 +6.621590246782e+00 
              1187 +6.614378234846e+00 +6.615252512353e+00 +6.619794642400e+00 +6.624611923146e+00 +6.626142559616e+00 +6.624469710502e+00 +6.621704864756e+00 
              1188 +6.614396946394e+00 +6.615278950092e+00 +6.619803047134e+00 +6.624589363961e+00 +6.626127817274e+00 +6.624478010813e+00 +6.621745574485e+00 
              1189 +6.614444809890e+00 +6.615345568772e+00 +6.619827580473e+00 +6.624541444028e+00 +6.626089326384e+00 +6.624498652665e+00 +6.621847787179e+00 
              1190 +6.614458320399e+00 +6.615363700405e+00 +6.619835075246e+00 +6.624526435399e+00 +6.626078057558e+00 +6.624504078571e+00 +6.621875321929e+00 
              1191 +6.614505543266e+00 +6.615426514716e+00 +6.619861697760e+00 +6.624479581415e+00 +6.626038510053e+00 +6.624522654396e+00 +6.621970364106e+00 
              1192 +6.614513842441e+00 +6.615437226079e+00 +6.619866486825e+00 +6.624470850206e+00 +6.626031463755e+00 +6.624525690628e+00 +6.621986358234e+00 
              1193 +6.614525494690e+00 +6.615452194007e+00 +6.619873224903e+00 +6.624459208195e+00 +6.626021549349e+00 +6.624529900075e+00 +6.622008651201e+00 
              1194 +6.614537587558e+00 +6.615467626716e+00 +6.619880228217e+00 +6.624447343062e+00 +6.626011233452e+00 +6.624534191516e+00 +6.622031552899e+00 
              1195 +6.616438868404e+00 +6.617879324731e+00 +6.620984463835e+00 +6.622587024750e+00 +6.624386623363e+00 +6.625196489377e+00 +6.625594595690e+00 
              1196 +6.616561446276e+00 +6.617939269263e+00 +6.621058923449e+00 +6.622523070963e+00 +6.624261460588e+00 +6.625163737213e+00 +6.625597436480e+00 
              1197 +6.616574785389e+00 +6.617946395991e+00 +6.621062881429e+00 +6.622515119131e+00 +6.624248464449e+00 +6.625159792845e+00 +6.625597424841e+00 
              1198 +6.616587730574e+00 +6.617953523663e+00 +6.621068235623e+00 +6.622507967211e+00 +6.624236318355e+00 +6.625156023112e+00 +6.625597388332e+00 
              1199 +6.616607083186e+00 +6.617964264413e+00 +6.621076120345e+00 +6.622497592011e+00 +6.624218200542e+00 +6.625150355156e+00 +6.625597288367e+00 
              1200 +6.616634825640e+00 +6.617979843629e+00 +6.621087162368e+00 +6.622482879146e+00 +6.624192336647e+00 +6.625142158434e+00 +6.625597047765e+00 
              1201 +6.617394707456e+00 +6.618413593557e+00 +6.621379265428e+00 +6.622081750891e+00 +6.623488966026e+00 +6.624914844431e+00 +6.625586682234e+00 
              1202 +6.617651436947e+00 +6.618629728626e+00 +6.621371217166e+00 +6.621996744108e+00 +6.623303234084e+00 +6.624808957520e+00 +6.625544706884e+00 
              1203 +6.617766035763e+00 +6.618723154851e+00 +6.621370005102e+00 +6.621818229134e+00 +6.623217596866e+00 +6.624759212275e+00 +6.625522026427e+00 
              1204 +6.617781536053e+00 +6.618735479470e+00 +6.621378366410e+00 +6.621893014431e+00 +6.623203956052e+00 +6.624752113459e+00 +6.625518663664e+00 
              1205 +6.617796559836e+00 +6.618747547932e+00 +6.621383572144e+00 +6.621893429727e+00 +6.623191732322e+00 +6.624745293065e+00 +6.625515397088e+00 
              1206 +6.617812344723e+00 +6.618760247005e+00 +6.621387410618e+00 +6.621891463422e+00 +6.623179218222e+00 +6.624738086651e+00 +6.625511929633e+00 
              1207 +6.617847316830e+00 +6.618788395912e+00 +6.621393886009e+00 +6.621880995213e+00 +6.623151967173e+00 +6.624722033820e+00 +6.625504163813e+00 
              1208 +6.617870476865e+00 +6.618807031706e+00 +6.621396619938e+00 +6.621869768599e+00 +6.623134336681e+00 +6.624711282233e+00 +6.625498897394e+00 
              1209 +6.617924984619e+00 +6.618850838314e+00 +6.621403127592e+00 +6.621844074528e+00 +6.623092969544e+00 +6.624685806452e+00 +6.625486309057e+00 
              1210 +6.617936219964e+00 +6.618859842900e+00 +6.621404437753e+00 +6.621838878980e+00 +6.623084501776e+00 +6.624680472123e+00 +6.625483619630e+00 
              1211 +6.617950068438e+00 +6.618870935682e+00 +6.621406046543e+00 +6.621832452064e+00 +6.623074077885e+00 +6.624673876718e+00 +6.625480280558e+00 
              1212 +6.618022904375e+00 +6.618929236601e+00 +6.621414460958e+00 +6.621798640714e+00 +6.623019334277e+00 +6.624639056171e+00 +6.625462562125e+00 
              1213 +6.646572021619e+00 +6.641602095813e+00 +6.624709983376e+00 +6.608723702755e+00 +6.601902291131e+00 +6.610825221160e+00 +6.618250318498e+00 
              1214 +6.646468790547e+00 +6.641458233319e+00 +6.624667327120e+00 +6.608888279306e+00 +6.602089715908e+00 +6.610660556757e+00 +6.618011060812e+00 
              1215 +6.646445972039e+00 +6.641426652714e+00 +6.624648736677e+00 +6.608897493522e+00 +6.602129109629e+00 +6.610626726366e+00 +6.617959663437e+00 
              1216 +6.646425986013e+00 +6.641399414594e+00 +6.624637324090e+00 +6.608911363389e+00 +6.602164373701e+00 +6.610597558657e+00 +6.617914938872e+00 
              1217 +6.646401419223e+00 +6.641366042797e+00 +6.624624385515e+00 +6.608931389837e+00 +6.602207340578e+00 +6.610562188439e+00 +6.617860263389e+00 
              1218 +6.646348479800e+00 +6.641294399702e+00 +6.624598102835e+00 +6.608979457340e+00 +6.602299003100e+00 +6.610487222551e+00 +6.617743229528e+00 
              1219 +6.645472232628e+00 +6.640119482948e+00 +6.624194910654e+00 +6.609860063559e+00 +6.603788269449e+00 +6.609290098708e+00 +6.615834270316e+00 
              1220 +6.644998658397e+00 +6.639557861971e+00 +6.624007181581e+00 +6.610286840879e+00 +6.604420029234e+00 +6.608970343856e+00 +6.615014369144e+00 
              1221 +6.644851758002e+00 +6.639391005269e+00 +6.623971487115e+00 +6.610580718071e+00 +6.604607164951e+00 +6.608897901406e+00 +6.614788031549e+00 
              1222 +6.644824490517e+00 +6.639359419634e+00 +6.623938214918e+00 +6.610569008987e+00 +6.604641868020e+00 +6.608883793214e+00 +6.614746442926e+00 
              1223 +6.644798670766e+00 +6.639330374098e+00 +6.623920184216e+00 +6.610576907991e+00 +6.604675125187e+00 +6.608872412462e+00 +6.614708234799e+00 
              1224 +6.644767379027e+00 +6.639295273034e+00 +6.623901234094e+00 +6.610596139750e+00 +6.604715110598e+00 +6.608858859804e+00 +6.614662233674e+00 
              1225 +6.644701330689e+00 +6.639221350356e+00 +6.623865311345e+00 +6.610649927016e+00 +6.604798824941e+00 +6.608830808481e+00 +6.614565845297e+00 
              1226 +6.644646796747e+00 +6.639160556989e+00 +6.623839290465e+00 +6.610704529051e+00 +6.604867013930e+00 +6.608808631309e+00 +6.614487457115e+00 
              1227 +6.643714920888e+00 +6.638125353355e+00 +6.623400055199e+00 +6.611616426267e+00 +6.606024014403e+00 +6.608443924798e+00 +6.613164778343e+00 
              1228 +6.643668709677e+00 +6.638076621109e+00 +6.623384104589e+00 +6.611660229597e+00 +6.606075385511e+00 +6.608436664101e+00 +6.613112148113e+00 
              1229 +6.643637525746e+00 +6.638043826695e+00 +6.623372917237e+00 +6.611689039037e+00 +6.606110050384e+00 +6.608432010105e+00 +6.613076992782e+00 
              1230 +6.643610532013e+00 +6.638015491329e+00 +6.623363137634e+00 +6.611713886544e+00 +6.606140042889e+00 +6.608428120218e+00 +6.613046769651e+00 
              1231 +6.643322830212e+00 +6.637713962933e+00 +6.623258223875e+00 +6.611977622529e+00 +6.606459472924e+00 +6.608387913337e+00 +6.612726566848e+00 
              1232 +6.642824942993e+00 +6.637200246922e+00 +6.623067406067e+00 +6.612418937914e+00 +6.607007117763e+00 +6.608340912968e+00 +6.612206897341e+00 
              1233 +6.638368165079e+00 +6.632710265424e+00 +6.621682041188e+00 +6.616576840563e+00 +6.611745874961e+00 +6.608241838572e+00 +6.608054180767e+00 
              1234 +6.638303831791e+00 +6.632656123808e+00 +6.621543366126e+00 +6.616489404256e+00 +6.611817742756e+00 +6.608269003985e+00 +6.608042110568e+00 
              1235 +6.638251497868e+00 +6.632612751102e+00 +6.621492739686e+00 +6.616465549718e+00 +6.611869864478e+00 +6.608293379115e+00 +6.608034046007e+00 
              1236 +6.638217966231e+00 +6.632584820732e+00 +6.621473013218e+00 +6.616472366514e+00 +6.611901469058e+00 +6.608308895912e+00 +6.608029414403e+00 
              1237 +6.638183081306e+00 +6.632555750795e+00 +6.621457316464e+00 +6.616484347624e+00 +6.611933943508e+00 +6.608325049368e+00 +6.608024928390e+00 
              1238 +6.638090497748e+00 +6.632478508786e+00 +6.621423557618e+00 +6.616527140243e+00 +6.612018532037e+00 +6.608368087747e+00 +6.608013361366e+00 
              1239 +6.637961882824e+00 +6.632371035806e+00 +6.621396276653e+00 +6.616613230991e+00 +6.612131883862e+00 +6.608428309093e+00 +6.607998512065e+00 
              1240 +6.637868528082e+00 +6.632293185522e+00 +6.621379597708e+00 +6.616677675714e+00 +6.612213402004e+00 +6.608472360263e+00 +6.607988942896e+00 
              1241 +6.637456262283e+00 +6.631950088988e+00 +6.621304981758e+00 +6.616954757207e+00 +6.612573626689e+00 +6.608668055241e+00 +6.607950519612e+00 
              1242 +6.637424238889e+00 +6.631923661256e+00 +6.621299314588e+00 +6.616976496088e+00 +6.612601514425e+00 +6.608683654718e+00 +6.607948845349e+00 
              1243 +6.637391572341e+00 +6.631896728668e+00 +6.621293698520e+00 +6.616998139074e+00 +6.612629996186e+00 +6.608699605151e+00 +6.607947237655e+00 
              1244 +6.637338738838e+00 +6.631853196185e+00 +6.621284672081e+00 +6.617032973458e+00 +6.612676047079e+00 +6.608725458631e+00 +6.607944802124e+00 
              1245 +6.611507322225e+00 +6.610564310621e+00 +6.617003901267e+00 +6.634071305043e+00 +6.635250480395e+00 +6.621438363299e+00 +6.606904784245e+00 
              1246 +6.611064707844e+00 +6.610549547367e+00 +6.617539226898e+00 +6.634192701917e+00 +6.635424022228e+00 +6.622355910520e+00 +6.608961636815e+00 
              1247 +6.611006966325e+00 +6.610556460521e+00 +6.617512157482e+00 +6.633550821939e+00 +6.635466797342e+00 +6.622505546336e+00 +6.609279611371e+00 
              1248 +6.610989351712e+00 +6.610555508897e+00 +6.617529982513e+00 +6.633845498768e+00 +6.635464152668e+00 +6.622550204020e+00 +6.609377502651e+00 
              1249 +6.610973137818e+00 +6.610557187169e+00 +6.617556347424e+00 +6.633830850707e+00 +6.635467539378e+00 +6.622594572578e+00 +6.609470800569e+00 
              1250 +6.610959028828e+00 +6.610558895701e+00 +6.617578548154e+00 +6.633824633945e+00 +6.635470799081e+00 +6.622633589164e+00 +6.609552814284e+00 
              1251 +6.610933969673e+00 +6.610562194508e+00 +6.617616733700e+00 +6.633812508880e+00 +6.635476682969e+00 +6.622703526053e+00 +6.609699745030e+00 
              1252 +6.610913396732e+00 +6.610565251325e+00 +6.617646779044e+00 +6.633799405519e+00 +6.635481500047e+00 +6.622761930041e+00 +6.609822284220e+00 
              1253 +6.610575804282e+00 +6.610621000082e+00 +6.618134560328e+00 +6.633563635340e+00 +6.635557901114e+00 +6.623734919406e+00 +6.611860810828e+00 
              1254 +6.610566412108e+00 +6.610625418884e+00 +6.618147619293e+00 +6.633545978407e+00 +6.635557590687e+00 +6.623771648252e+00 +6.611935834019e+00 
              1255 +6.610557935353e+00 +6.610629556712e+00 +6.618160924488e+00 +6.633532064005e+00 +6.635557112797e+00 +6.623805257344e+00 +6.612004418232e+00 
              1256 +6.610549861947e+00 +6.610633610877e+00 +6.618174425013e+00 +6.633519651487e+00 +6.635556456289e+00 +6.623837663051e+00 +6.612070517449e+00 
              1257 +6.609947529453e+00 +6.610951864791e+00 +6.619232561686e+00 +6.632634924990e+00 +6.635494958323e+00 +6.626285887193e+00 +6.617062977311e+00 
              1258 +6.609950706252e+00 +6.610993748302e+00 +6.619420137255e+00 +6.632761984528e+00 +6.635437736941e+00 +6.626416982262e+00 +6.617324471818e+00 
              1259 +6.609954566448e+00 +6.611027954041e+00 +6.619446037057e+00 +6.632659883405e+00 +6.635413165266e+00 +6.626510133231e+00 +6.617514435588e+00 
              1260 +6.609957101335e+00 +6.611045386504e+00 +6.619473464623e+00 +6.632640028922e+00 +6.635397431602e+00 +6.626556979195e+00 +6.617610009212e+00 
              1261 +6.609959097029e+00 +6.611057858198e+00 +6.619492035969e+00 +6.632625372712e+00 +6.635386242251e+00 +6.626589852508e+00 +6.617677270136e+00 
              1262 +6.609960680993e+00 +6.611067169763e+00 +6.619505534735e+00 +6.632614321370e+00 +6.635377918223e+00 +6.626614068062e+00 +6.617726916142e+00 
              1263 +6.609967474094e+00 +6.611105449695e+00 +6.619560101240e+00 +6.632568449404e+00 +6.635343747232e+00 +6.626712638429e+00 +6.617929306022e+00 
              1264 +6.610001124448e+00 +6.611268285708e+00 +6.619778269592e+00 +6.632369036703e+00 +6.635198854101e+00 +6.627115604599e+00 +6.618761863645e+00 
              1265 +6.611199516830e+00 +6.615134183630e+00 +6.624244105679e+00 +6.627990586013e+00 +6.631791937263e+00 +6.635152686688e+00 +6.635830816608e+00 
              1266 +6.611251837284e+00 +6.615177225302e+00 +6.624247151441e+00 +6.628001202383e+00 +6.631748317641e+00 +6.635128943336e+00 +6.635831142753e+00 
              1267 +6.611284766757e+00 +6.615204630923e+00 +6.624251279110e+00 +6.627971163380e+00 +6.631721605830e+00 +6.635114420986e+00 +6.635831511009e+00 
              1268 +6.611314792618e+00 +6.615229934089e+00 +6.624258912199e+00 +6.627946351912e+00 +6.631697868692e+00 +6.635101368554e+00 +6.635831818535e+00 
              1269 +6.611363702004e+00 +6.615271126874e+00 +6.624271821578e+00 +6.627907715753e+00 +6.631658942071e+00 +6.635080078897e+00 +6.635832215775e+00 
              1270 +6.611457229055e+00 +6.615349812683e+00 +6.624296779717e+00 +6.627839909152e+00 +6.631583845149e+00 +6.635039221912e+00 +6.635832634225e+00 
              1271 +6.611659625612e+00 +6.615519798927e+00 +6.624347338431e+00 +6.627712922516e+00 +6.631419805522e+00 +6.634950080605e+00 +6.635832099626e+00 
              1272 +6.611833057217e+00 +6.615665003215e+00 +6.624377412167e+00 +6.627612974151e+00 +6.631279209240e+00 +6.634872233216e+00 +6.635828957656e+00 
              1273 +6.612185773395e+00 +6.615959222379e+00 +6.624430217200e+00 +6.627385568927e+00 +6.630994888514e+00 +6.634711348486e+00 +6.635817879447e+00 
              1274 +6.612215948127e+00 +6.615984140759e+00 +6.624435167664e+00 +6.627372079369e+00 +6.630970242517e+00 +6.634697109399e+00 +6.635816101159e+00 
              1275 +6.612245665099e+00 +6.616008707139e+00 +6.624440080305e+00 +6.627357201912e+00 +6.630946216740e+00 +6.634683071243e+00 +6.635814283445e+00 
              1276 +6.612293141644e+00 +6.616047931746e+00 +6.624447552082e+00 +6.627331767081e+00 +6.630907945919e+00 +6.634660587315e+00 +6.635811271846e+00 
              1277 +6.612578888869e+00 +6.616283774721e+00 +6.624490301699e+00 +6.627168181781e+00 +6.630678334151e+00 +6.634524712670e+00 +6.635792103546e+00 
              1278 +6.612648784919e+00 +6.616341108776e+00 +6.624499396491e+00 +6.627122791431e+00 +6.630622722724e+00 +6.634490644026e+00 +6.635785859431e+00 
              1279 +6.612939444390e+00 +6.616579131968e+00 +6.624539859645e+00 +6.626953928488e+00 +6.630390998429e+00 +6.634348160621e+00 +6.635758311519e+00 
              1280 +6.612974533699e+00 +6.616607679850e+00 +6.624544607571e+00 +6.626932730798e+00 +6.630363154612e+00 +6.634330551621e+00 +6.635754187903e+00 
              1281 +6.613069857451e+00 +6.616685176335e+00 +6.624557439350e+00 +6.626877702784e+00 +6.630287554849e+00 +6.634282581038e+00 +6.635742725686e+00 
              1282 +6.613100389662e+00 +6.616709948547e+00 +6.624561479480e+00 +6.626860312743e+00 +6.630263380906e+00 +6.634267099735e+00 +6.635738827363e+00 
              1283 +6.613495537748e+00 +6.617030327913e+00 +6.624613534599e+00 +6.626634302583e+00 +6.629950711310e+00 +6.634066282118e+00 +6.635687441091e+00 
              1284 +6.613551167138e+00 +6.617075042581e+00 +6.624620428919e+00 +6.626602564345e+00 +6.629906985366e+00 +6.634037142401e+00 +6.635678476297e+00 
              1285 +6.614020427588e+00 +6.617451776470e+00 +6.624678379954e+00 +6.626339745461e+00 +6.629538466892e+00 +6.633790339997e+00 +6.635600821698e+00 
              1286 +6.614048433808e+00 +6.617474030761e+00 +6.624681577529e+00 +6.626323566672e+00 +6.629516630287e+00 +6.633775095115e+00 +6.635595145754e+00 
              1287 +6.614078221548e+00 +6.617497689739e+00 +6.624684995424e+00 +6.626307039594e+00 +6.629493424948e+00 +6.633758851125e+00 +6.635589043608e+00 
              1288 +6.614114138548e+00 +6.617526198831e+00 +6.624689093916e+00 +6.626287297704e+00 +6.629465459384e+00 +6.633739224409e+00 +6.635581602061e+00 
              1289 +6.665373136797e+00 +6.658045168787e+00 +6.630794198708e+00 +6.598511764215e+00 +6.589991450664e+00 +6.605903536884e+00 +6.624925567764e+00 
              1290 +6.664926700636e+00 +6.657294896248e+00 +6.630288360451e+00 +6.599189732730e+00 +6.590599010376e+00 +6.605131293058e+00 +6.622955874782e+00 
              1291 +6.664813491345e+00 +6.657122066924e+00 +6.630207678358e+00 +6.599705824478e+00 +6.590745018628e+00 +6.604974837254e+00 +6.622534491821e+00 
              1292 +6.664776851652e+00 +6.657064705305e+00 +6.630143155982e+00 +6.599653210583e+00 +6.590792509926e+00 +6.604926137585e+00 +6.622402782168e+00 
              1293 +6.664746760526e+00 +6.657019635745e+00 +6.630109816265e+00 +6.599676833722e+00 +6.590833362628e+00 +6.604887739615e+00 +6.622296254524e+00 
              1294 +6.664717119042e+00 +6.656975683633e+00 +6.630080506062e+00 +6.599711631204e+00 +6.590873516143e+00 +6.604850488033e+00 +6.622192326022e+00 
              1295 +6.664626876060e+00 +6.656842623325e+00 +6.629994639418e+00 +6.599834770512e+00 +6.590994822496e+00 +6.604738485298e+00 +6.621878747934e+00 
              1296 +6.664559950248e+00 +6.656745374914e+00 +6.629935386471e+00 +6.599944089067e+00 +6.591083304585e+00 +6.604658439642e+00 +6.621652246454e+00 
              1297 +6.663750249095e+00 +6.655581662783e+00 +6.629221458616e+00 +6.601168655735e+00 +6.592149923832e+00 +6.603717146140e+00 +6.618963962877e+00 
              1298 +6.663685286621e+00 +6.655497330763e+00 +6.629174310412e+00 +6.601266520575e+00 +6.592229709529e+00 +6.603663483870e+00 +6.618790698248e+00 
              1299 +6.663638816635e+00 +6.655437376788e+00 +6.629140517887e+00 +6.601326551060e+00 +6.592286872118e+00 +6.603625934664e+00 +6.618668488183e+00 
              1300 +6.663604974157e+00 +6.655393903620e+00 +6.629116093474e+00 +6.601371247408e+00 +6.592328407301e+00 +6.603599022609e+00 +6.618580366141e+00 
              1301 +6.663476639386e+00 +6.655229568724e+00 +6.629023884175e+00 +6.601540143168e+00 +6.592485689373e+00 +6.603498138919e+00 +6.618248588927e+00 
              1302 +6.658492210435e+00 +6.648957571609e+00 +6.625521958018e+00 +6.608008459826e+00 +6.598562272442e+00 +6.599749468113e+00 +6.605719941967e+00 
              1303 +6.641606540769e+00 +6.633241879866e+00 +6.619388138891e+00 +6.620424012287e+00 +6.616054715525e+00 +6.601040551871e+00 +6.591770432340e+00 
              1304 +6.641537875141e+00 +6.633030275825e+00 +6.617746874441e+00 +6.623026235268e+00 +6.615599069360e+00 +6.600972733805e+00 +6.591795204535e+00 
              1305 +6.641471820167e+00 +6.632976708310e+00 +6.617750821224e+00 +6.623381930355e+00 +6.615626352920e+00 +6.601018082873e+00 +6.591840546743e+00 
              1306 +6.641393447144e+00 +6.632915795316e+00 +6.617784938068e+00 +6.623520567261e+00 +6.615675148306e+00 +6.601075394723e+00 +6.591895768384e+00 
              1307 +6.641279028676e+00 +6.632827102287e+00 +6.617835799950e+00 +6.623599028453e+00 +6.615754189351e+00 +6.601159874715e+00 +6.591976998901e+00 
              1308 +6.641138493368e+00 +6.632718033442e+00 +6.617891586457e+00 +6.623667572278e+00 +6.615858444908e+00 +6.601263842397e+00 +6.592077050658e+00 
              1309 +6.640717649743e+00 +6.632391138181e+00 +6.618026094426e+00 +6.623889261264e+00 +6.616189052341e+00 +6.601575595224e+00 +6.592377224528e+00 
              1310 +6.640569390765e+00 +6.632275906089e+00 +6.618044083411e+00 +6.623922557171e+00 +6.616320259389e+00 +6.601686141753e+00 +6.592483566949e+00 
              1311 +6.640491909632e+00 +6.632215701647e+00 +6.618053043309e+00 +6.623951049443e+00 +6.616388646228e+00 +6.601744271401e+00 +6.592539274011e+00 
              1312 +6.640430922960e+00 +6.632168342905e+00 +6.618060125634e+00 +6.623970511095e+00 +6.616442578453e+00 +6.601790191371e+00 +6.592583181121e+00 
              1313 +6.640273254430e+00 +6.632045944763e+00 +6.618078364744e+00 +6.624019750399e+00 +6.616581974188e+00 +6.601909235496e+00 +6.592696818575e+00 
              1314 +6.639793912476e+00 +6.631674137022e+00 +6.618133218070e+00 +6.624167459032e+00 +6.617005047023e+00 +6.602273737021e+00 +6.593043306719e+00 
              1315 +6.617860482812e+00 +6.614774652886e+00 +6.620696946476e+00 +6.631341636306e+00 +6.636248034064e+00 +6.619365747555e+00 +6.609086739743e+00 
              1316 +6.617824227366e+00 +6.614759072289e+00 +6.620705296787e+00 +6.631147532551e+00 +6.636219787912e+00 +6.619455547264e+00 +6.609143205676e+00 
              1317 +6.617793007151e+00 +6.614746745050e+00 +6.620720979241e+00 +6.631153213780e+00 +6.636192779968e+00 +6.619533126921e+00 +6.609192692578e+00 
              1318 +6.617766914946e+00 +6.614736878644e+00 +6.620734869453e+00 +6.631163055666e+00 +6.636169978068e+00 +6.619597814431e+00 +6.609234634199e+00 
              1319 +6.617690315469e+00 +6.614708858008e+00 +6.620776054610e+00 +6.631196931066e+00 +6.636102654848e+00 +6.619787296292e+00 +6.609359198248e+00 
              1320 +6.617455382415e+00 +6.614631294820e+00 +6.620903569225e+00 +6.631320860316e+00 +6.635894100853e+00 +6.620364457933e+00 +6.609754354690e+00 
              1321 +6.616670505110e+00 +6.614456287323e+00 +6.621299431367e+00 +6.631673208830e+00 +6.635212949788e+00 +6.622248341501e+00 +6.611215733103e+00 
              1322 +6.616645172938e+00 +6.614459111562e+00 +6.621298868492e+00 +6.631769700446e+00 +6.635199520493e+00 +6.622303309411e+00 +6.611281563198e+00 
              1323 +6.616622341298e+00 +6.614461988673e+00 +6.621299974453e+00 +6.631787417536e+00 +6.635189599235e+00 +6.622353001590e+00 +6.611341532608e+00 
              1324 +6.616602027458e+00 +6.614464664005e+00 +6.621301359871e+00 +6.631797342796e+00 +6.635181053622e+00 +6.622397245994e+00 +6.611395390368e+00 
              1325 +6.616464151497e+00 +6.614483507756e+00 +6.621312844305e+00 +6.631857102358e+00 +6.635123788557e+00 +6.622697771642e+00 +6.611764016884e+00 
              1326 +6.616389366662e+00 +6.614496154026e+00 +6.621326427489e+00 +6.631884888048e+00 +6.635094757774e+00 +6.622861659191e+00 +6.611975916276e+00 
              1327 +6.616060806703e+00 +6.614558246181e+00 +6.621393608492e+00 +6.632104913885e+00 +6.634967499820e+00 +6.623585932014e+00 +6.612937600115e+00 
              1328 +6.616041438324e+00 +6.614563790782e+00 +6.621397548175e+00 +6.632055943285e+00 +6.634961762562e+00 +6.623629967592e+00 +6.613003731478e+00 
              1329 +6.616023103179e+00 +6.614569223953e+00 +6.621403068830e+00 +6.632053520817e+00 +6.634955396297e+00 +6.623671911258e+00 +6.613066970137e+00 
              1330 +6.616007021765e+00 +6.614574097333e+00 +6.621408189163e+00 +6.632057057687e+00 +6.634949636493e+00 +6.623708843253e+00 +6.613122963844e+00 
              1331 +6.615865493756e+00 +6.614617916627e+00 +6.621454489638e+00 +6.632095988246e+00 +6.634898420788e+00 +6.624035005633e+00 +6.613619929610e+00 
              1332 +6.615827606804e+00 +6.614631824474e+00 +6.621469551814e+00 +6.632110824967e+00 +6.634883754802e+00 +6.624125200399e+00 +6.613763720292e+00 
              1333 +6.615667666302e+00 +6.614693474195e+00 +6.621534567582e+00 +6.632129029897e+00 +6.634822022898e+00 +6.624510056956e+00 +6.614384554912e+00 
              1334 +6.615654394815e+00 +6.614699669275e+00 +6.621540893176e+00 +6.632144140526e+00 +6.634816074416e+00 +6.624543685970e+00 +6.614441648532e+00 
              1335 +6.615641137959e+00 +6.614705997445e+00 +6.621547411157e+00 +6.632149139028e+00 +6.634810396725e+00 +6.624577473006e+00 +6.614499225362e+00 
              1336 +6.615627296979e+00 +6.614712724125e+00 +6.621554294406e+00 +6.632151681621e+00 +6.634804480111e+00 +6.624612946982e+00 +6.614559921386e+00 
              1337 +6.614829614973e+00 +6.615111912823e+00 +6.621958763067e+00 +6.632254695005e+00 +6.634460970399e+00 +6.626670889561e+00 +6.618095216206e+00 
              1338 +6.614803871929e+00 +6.615167658811e+00 +6.622013443417e+00 +6.632179839919e+00 +6.634429645150e+00 +6.626811894784e+00 +6.618424030803e+00 
              1339 +6.614798140907e+00 +6.615182601314e+00 +6.622027844941e+00 +6.632214101322e+00 +6.634419431103e+00 +6.626848697303e+00 +6.618510222033e+00 
              1340 +6.614794721791e+00 +6.615192093857e+00 +6.622036453102e+00 +6.632198911143e+00 +6.634413865962e+00 +6.626871719667e+00 +6.618564197548e+00 
              1341 +6.614791710784e+00 +6.615200780825e+00 +6.622044613947e+00 +6.632190877942e+00 +6.634408629807e+00 +6.626892647951e+00 +6.618613261824e+00 
              1342 +6.614788929597e+00 +6.615209087380e+00 +6.622052450268e+00 +6.632184339547e+00 +6.634403560323e+00 +6.626912553860e+00 +6.618659952273e+00 
              1343 +6.614541311857e+00 +6.615979602770e+00 +6.622777217761e+00 +6.631610043222e+00 +6.633932832757e+00 +6.628737896105e+00 +6.622943922246e+00 
              1344 +6.614591973462e+00 +6.616070503949e+00 +6.622865985561e+00 +6.631616998496e+00 +6.633847289899e+00 +6.628866478143e+00 +6.623266999649e+00 
              1345 +6.614602683209e+00 +6.616088586005e+00 +6.622877447601e+00 +6.631510034997e+00 +6.633833284172e+00 +6.628890067031e+00 +6.623327522699e+00 
              1346 +6.614611364411e+00 +6.616103063558e+00 +6.622889198537e+00 +6.631510073480e+00 +6.633819788788e+00 +6.628908889094e+00 +6.623375549580e+00 
              1347 +6.614619771190e+00 +6.616116978044e+00 +6.622900396040e+00 +6.631494811409e+00 +6.633807204373e+00 +6.628926772305e+00 +6.623421271663e+00 
              1348 +6.614625747346e+00 +6.616126789131e+00 +6.622908338861e+00 +6.631484419671e+00 +6.633798302020e+00 +6.628939258991e+00 +6.623453253650e+00 
              1349 +6.614669512904e+00 +6.616198249152e+00 +6.622966284427e+00 +6.631409823321e+00 +6.633733362974e+00 +6.629029564132e+00 +6.623684858245e+00 
              1350 +6.614831698257e+00 +6.616453056215e+00 +6.623173319609e+00 +6.631165621157e+00 +6.633499559894e+00 +6.629335455080e+00 +6.624477354291e+00 
              1351 +6.616968079973e+00 +6.619466884814e+00 +6.625262130437e+00 +6.627742362885e+00 +6.630770224163e+00 +6.632319109539e+00 +6.632558761727e+00 
              1352 +6.616989173316e+00 +6.619475472446e+00 +6.625223287010e+00 +6.627980779878e+00 +6.630721857557e+00 +6.632307881793e+00 +6.632557663145e+00 
              1353 +6.617009079466e+00 +6.619490788227e+00 +6.625247698422e+00 +6.628084912032e+00 +6.630699264512e+00 +6.632301949596e+00 +6.632558421270e+00 
              1354 +6.617033510942e+00 +6.619510021466e+00 +6.625272574794e+00 +6.628163807212e+00 +6.630674665448e+00 +6.632294894594e+00 +6.632559761235e+00 
